CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Region,Manager,Returned
NG-18430,49,9,1395.938,3,2,2,7,Loyal,West,Anna Andreadi,false
NH-18610,190,11,2673.29,1,2,3,6,Potential,East,Chuck Magee,false
NH-18610,190,11,2673.29,1,2,3,6,Potential,Central,Kelly Williams,false
NH-18610,190,11,2673.29,1,2,3,6,Potential,West,Anna Andreadi,false
NH-18610,190,11,2673.29,1,2,3,6,Potential,South,Cassandra Brandow,false
NK-18490,71,11,572.048,3,2,1,6,Potential,West,Anna Andreadi,false
NK-18490,71,11,572.048,3,2,1,6,Potential,East,Chuck Magee,false
NK-18490,71,11,572.048,3,2,1,6,Potential,South,Cassandra Brandow,false
NK-18490,71,11,572.048,3,2,1,6,Potential,Central,Kelly Williams,false
NL-18310,59,10,1418.09,3,2,2,7,Loyal,West,Anna Andreadi,false
NM-18445,161,14,6459.344,2,3,4,9,Loyal,West,Anna Andreadi,false
NM-18445,161,14,6459.344,2,3,4,9,Loyal,East,Chuck Magee,false
NM-18445,161,14,6459.344,2,3,4,9,Loyal,Central,Kelly Williams,false
NM-18520,245,15,2161.9790000000003,1,3,2,6,Potential,East,Chuck Magee,true
NM-18520,245,15,2161.9790000000003,1,3,2,6,Potential,West,Anna Andreadi,true
NM-18520,245,15,2161.9790000000003,1,3,2,6,Potential,Central,Kelly Williams,true
NP-18325,26,21,5529.62,4,4,4,12,Champions,East,Chuck Magee,true
NP-18325,26,21,5529.62,4,4,4,12,Champions,West,Anna Andreadi,true
NP-18325,26,21,5529.62,4,4,4,12,Champions,South,Cassandra Brandow,true
NP-18670,59,10,3908.402,3,2,4,9,Loyal,Central,Kelly Williams,false
NP-18670,59,10,3908.402,3,2,4,9,Loyal,East,Chuck Magee,false
NP-18670,59,10,3908.402,3,2,4,9,Loyal,West,Anna Andreadi,false
NP-18685,407,7,1228.698,1,1,2,4,Dormant,West,Anna Andreadi,false
NP-18685,407,7,1228.698,1,1,2,4,Dormant,East,Chuck Magee,false
NP-18685,407,7,1228.698,1,1,2,4,Dormant,South,Cassandra Brandow,false
NP-18685,407,7,1228.698,1,1,2,4,Dormant,Central,Kelly Williams,false
NP-18700,139,13,7903.1825,2,3,4,9,Loyal,West,Anna Andreadi,false
NP-18700,139,13,7903.1825,2,3,4,9,Loyal,Central,Kelly Williams,false
NP-18700,139,13,7903.1825,2,3,4,9,Loyal,East,Chuck Magee,false
NR-18550,211,13,2367.277,1,3,3,7,Loyal,South,Cassandra Brandow,false
NR-18550,211,13,2367.277,1,3,3,7,Loyal,West,Anna Andreadi,false
NR-18550,211,13,2367.277,1,3,3,7,Loyal,East,Chuck Magee,false
NR-18550,211,13,2367.277,1,3,3,7,Loyal,Central,Kelly Williams,false
NS-18505,7,15,2575.8630000000003,4,3,3,10,Champions,West,Anna Andreadi,false
NS-18505,7,15,2575.8630000000003,4,3,3,10,Champions,Central,Kelly Williams,false
NS-18505,7,15,2575.8630000000003,4,3,3,10,Champions,East,Chuck Magee,false
NS-18640,175,26,2964.823,2,4,3,9,Loyal,West,Anna Andreadi,true
NS-18640,175,26,2964.823,2,4,3,9,Loyal,South,Cassandra Brandow,true
NS-18640,175,26,2964.823,2,4,3,9,Loyal,Central,Kelly Williams,true
NS-18640,175,26,2964.823,2,4,3,9,Loyal,East,Chuck Magee,true
NW-18400,173,22,7234.014,2,4,4,10,Champions,East,Chuck Magee,true
NW-18400,173,22,7234.014,2,4,4,10,Champions,West,Anna Andreadi,true
NW-18400,173,22,7234.014,2,4,4,10,Champions,Central,Kelly Williams,true
NW-18400,173,22,7234.014,2,4,4,10,Champions,South,Cassandra Brandow,true
NZ-18565,86,20,2488.31,2,4,3,9,Loyal,West,Anna Andreadi,true
NZ-18565,86,20,2488.31,2,4,3,9,Loyal,Central,Kelly Williams,true
NZ-18565,86,20,2488.31,2,4,3,9,Loyal,East,Chuck Magee,true
ON-18715,411,15,1567.52,1,3,2,6,Potential,South,Cassandra Brandow,false
ON-18715,411,15,1567.52,1,3,2,6,Potential,East,Chuck Magee,false
ON-18715,411,15,1567.52,1,3,2,6,Potential,Central,Kelly Williams,false
ON-18715,411,15,1567.52,1,3,2,6,Potential,West,Anna Andreadi,false
OT-18730,66,10,3818.624,3,2,4,9,Loyal,East,Chuck Magee,false
OT-18730,66,10,3818.624,3,2,4,9,Loyal,West,Anna Andreadi,false
OT-18730,66,10,3818.624,3,2,4,9,Loyal,Central,Kelly Williams,false
OT-18730,66,10,3818.624,3,2,4,9,Loyal,South,Cassandra Brandow,false
PA-19060,104,7,729.4079999999999,2,1,1,4,Dormant,South,Cassandra Brandow,false
PA-19060,104,7,729.4079999999999,2,1,1,4,Dormant,Central,Kelly Williams,false
PA-19060,104,7,729.4079999999999,2,1,1,4,Dormant,West,Anna Andreadi,false
PB-18805,26,10,740.356,4,2,1,7,Loyal,West,Anna Andreadi,true
PB-19105,58,5,688.324,3,1,1,5,Potential,South,Cassandra Brandow,false
PB-19105,58,5,688.324,3,1,1,5,Potential,Central,Kelly Williams,false
PB-19105,58,5,688.324,3,1,1,5,Potential,East,Chuck Magee,false
PB-19150,98,11,1456.95,2,2,2,6,Potential,East,Chuck Magee,true
PB-19150,98,11,1456.95,2,2,2,6,Potential,South,Cassandra Brandow,true
PB-19150,98,11,1456.95,2,2,2,6,Potential,West,Anna Andreadi,true
PB-19210,689,2,132.738,1,1,1,3,Dormant,East,Chuck Magee,false
PB-19210,689,2,132.738,1,1,1,3,Dormant,Central,Kelly Williams,false
PC-18745,3,5,1832.064,4,1,2,7,Loyal,West,Anna Andreadi,false
PC-18745,3,5,1832.064,4,1,2,7,Loyal,East,Chuck Magee,false
PC-19000,883,3,1061.488,1,1,1,3,Dormant,West,Anna Andreadi,false
PF-19120,836,19,9062.864,1,4,4,9,Loyal,South,Cassandra Brandow,false
PF-19120,836,19,9062.864,1,4,4,9,Loyal,West,Anna Andreadi,false
PF-19120,836,19,9062.864,1,4,4,9,Loyal,East,Chuck Magee,false
PF-19120,836,19,9062.864,1,4,4,9,Loyal,Central,Kelly Williams,false
PF-19165,197,10,2770,1,2,3,6,Potential,West,Anna Andreadi,false
PF-19165,197,10,2770,1,2,3,6,Potential,South,Cassandra Brandow,false
PF-19165,197,10,2770,1,2,3,6,Potential,East,Chuck Magee,false
PF-19165,197,10,2770,1,2,3,6,Potential,Central,Kelly Williams,false
PF-19225,115,10,2206.1279999999997,2,2,2,6,Potential,West,Anna Andreadi,false
PF-19225,115,10,2206.1279999999997,2,2,2,6,Potential,South,Cassandra Brandow,false
PG-18820,37,26,3086.907,3,4,3,10,Champions,East,Chuck Magee,true
PG-18820,37,26,3086.907,3,4,3,10,Champions,South,Cassandra Brandow,true
PG-18820,37,26,3086.907,3,4,3,10,Champions,West,Anna Andreadi,true
PG-18820,37,26,3086.907,3,4,3,10,Champions,Central,Kelly Williams,true
PG-18895,58,17,1987.164,3,4,2,9,Loyal,Central,Kelly Williams,false
PG-18895,58,17,1987.164,3,4,2,9,Loyal,East,Chuck Magee,false
PG-18895,58,17,1987.164,3,4,2,9,Loyal,West,Anna Andreadi,false
PG-18895,58,17,1987.164,3,4,2,9,Loyal,South,Cassandra Brandow,false
PH-18790,71,2,729.648,3,1,1,5,Potential,South,Cassandra Brandow,false
PJ-18835,40,13,1220.0900000000001,3,3,2,8,Loyal,Central,Kelly Williams,false
PJ-18835,40,13,1220.0900000000001,3,3,2,8,Loyal,West,Anna Andreadi,false
PJ-18835,40,13,1220.0900000000001,3,3,2,8,Loyal,South,Cassandra Brandow,false
PJ-18835,40,13,1220.0900000000001,3,3,2,8,Loyal,East,Chuck Magee,false
PJ-19015,135,10,1824.234,2,2,2,6,Potential,East,Chuck Magee,false
PJ-19015,135,10,1824.234,2,2,2,6,Potential,South,Cassandra Brandow,false
PJ-19015,135,10,1824.234,2,2,2,6,Potential,West,Anna Andreadi,false
PK-18910,484,3,1441.152,1,1,2,4,Dormant,West,Anna Andreadi,false
PK-18910,484,3,1441.152,1,1,2,4,Dormant,East,Chuck Magee,false
PK-19075,10,25,8646.934,4,4,4,12,Champions,East,Chuck Magee,true
PK-19075,10,25,8646.934,4,4,4,12,Champions,West,Anna Andreadi,true
PK-19075,10,25,8646.934,4,4,4,12,Champions,Central,Kelly Williams,true
PK-19075,10,25,8646.934,4,4,4,12,Champions,South,Cassandra Brandow,true
PL-18925,16,8,239.481,4,2,1,7,Loyal,East,Chuck Magee,false
PL-18925,16,8,239.481,4,2,1,7,Loyal,West,Anna Andreadi,false
PL-18925,16,8,239.481,4,2,1,7,Loyal,Central,Kelly Williams,false
PM-18940,387,4,1405.402,1,1,2,4,Dormant,Central,Kelly Williams,false
PM-18940,387,4,1405.402,1,1,2,4,Dormant,South,Cassandra Brandow,false
PM-19135,52,7,4115.662,3,1,4,8,Loyal,East,Chuck Magee,false
PM-19135,52,7,4115.662,3,1,4,8,Loyal,Central,Kelly Williams,false
PM-19135,52,7,4115.662,3,1,4,8,Loyal,South,Cassandra Brandow,false
PN-18775,31,13,1467.152,4,3,2,9,Loyal,South,Cassandra Brandow,false
PN-18775,31,13,1467.152,4,3,2,9,Loyal,East,Chuck Magee,false
PN-18775,31,13,1467.152,4,3,2,9,Loyal,West,Anna Andreadi,false
PN-18775,31,13,1467.152,4,3,2,9,Loyal,Central,Kelly Williams,false
PO-18850,5,22,7473.8282,4,4,4,12,Champions,South,Cassandra Brandow,false
PO-18850,5,22,7473.8282,4,4,4,12,Champions,West,Anna Andreadi,false
PO-18850,5,22,7473.8282,4,4,4,12,Champions,Central,Kelly Williams,false
PO-18850,5,22,7473.8282,4,4,4,12,Champions,East,Chuck Magee,false
PO-18865,1,13,2493.214,4,3,3,10,Champions,East,Chuck Magee,false
PO-18865,1,13,2493.214,4,3,3,10,Champions,Central,Kelly Williams,false
PO-18865,1,13,2493.214,4,3,3,10,Champions,West,Anna Andreadi,false
PO-18865,1,13,2493.214,4,3,3,10,Champions,South,Cassandra Brandow,false
PO-19180,161,18,4893.043,2,4,4,10,Champions,Central,Kelly Williams,true
PO-19180,161,18,4893.043,2,4,4,10,Champions,East,Chuck Magee,true
PO-19180,161,18,4893.043,2,4,4,10,Champions,West,Anna Andreadi,true
PO-19195,87,10,1056.858,2,2,1,5,Potential,West,Anna Andreadi,true
PO-19195,87,10,1056.858,2,2,1,5,Potential,East,Chuck Magee,true
PO-19195,87,10,1056.858,2,2,1,5,Potential,Central,Kelly Williams,true
PP-18955,98,34,7252.608,2,4,4,10,Champions,East,Chuck Magee,false
PP-18955,98,34,7252.608,2,4,4,10,Champions,West,Anna Andreadi,false
PP-18955,98,34,7252.608,2,4,4,10,Champions,South,Cassandra Brandow,false
PP-18955,98,34,7252.608,2,4,4,10,Champions,Central,Kelly Williams,false
PR-18880,37,12,1840.1779999999999,3,3,2,8,Loyal,West,Anna Andreadi,true
PR-18880,37,12,1840.1779999999999,3,3,2,8,Loyal,South,Cassandra Brandow,true
PR-18880,37,12,1840.1779999999999,3,3,2,8,Loyal,Central,Kelly Williams,true
PS-18760,108,21,2181.4790000000003,2,4,2,8,Loyal,West,Anna Andreadi,true
PS-18760,108,21,2181.4790000000003,2,4,2,8,Loyal,East,Chuck Magee,true
PS-18760,108,21,2181.4790000000003,2,4,2,8,Loyal,Central,Kelly Williams,true
PS-18970,70,13,1278.6390000000001,3,3,2,8,Loyal,East,Chuck Magee,false
PS-18970,70,13,1278.6390000000001,3,3,2,8,Loyal,South,Cassandra Brandow,false
PS-18970,70,13,1278.6390000000001,3,3,2,8,Loyal,West,Anna Andreadi,false
PS-18970,70,13,1278.6390000000001,3,3,2,8,Loyal,Central,Kelly Williams,false
PS-19045,237,13,6843.634,1,3,4,8,Loyal,East,Chuck Magee,true
PS-19045,237,13,6843.634,1,3,4,8,Loyal,West,Anna Andreadi,true
PS-19045,237,13,6843.634,1,3,4,8,Loyal,South,Cassandra Brandow,true
PS-19045,237,13,6843.634,1,3,4,8,Loyal,Central,Kelly Williams,true
PT-19090,72,7,160.572,3,1,1,5,Potential,South,Cassandra Brandow,false
PT-19090,72,7,160.572,3,1,1,5,Potential,Central,Kelly Williams,false
PV-18985,90,13,2876.0460000000003,2,3,3,8,Loyal,Central,Kelly Williams,false
PV-18985,90,13,2876.0460000000003,2,3,3,8,Loyal,West,Anna Andreadi,false
PV-18985,90,13,2876.0460000000003,2,3,3,8,Loyal,East,Chuck Magee,false
PW-19030,47,13,3454.916,3,3,3,9,Loyal,West,Anna Andreadi,false
PW-19030,47,13,3454.916,3,3,3,9,Loyal,South,Cassandra Brandow,false
PW-19030,47,13,3454.916,3,3,3,9,Loyal,East,Chuck Magee,false
PW-19030,47,13,3454.916,3,3,3,9,Loyal,Central,Kelly Williams,false
PW-19240,465,12,3922.415,1,3,4,8,Loyal,South,Cassandra Brandow,false
PW-19240,465,12,3922.415,1,3,4,8,Loyal,East,Chuck Magee,false
PW-19240,465,12,3922.415,1,3,4,8,Loyal,West,Anna Andreadi,false
PW-19240,465,12,3922.415,1,3,4,8,Loyal,Central,Kelly Williams,false
QJ-19255,26,13,6108.338,4,3,4,11,Champions,East,Chuck Magee,false
QJ-19255,26,13,6108.338,4,3,4,11,Champions,Central,Kelly Williams,false
QJ-19255,26,13,6108.338,4,3,4,11,Champions,South,Cassandra Brandow,false
RA-19285,6,17,2617.906,4,4,3,11,Champions,Central,Kelly Williams,true
RA-19285,6,17,2617.906,4,4,3,11,Champions,West,Anna Andreadi,true
RA-19285,6,17,2617.906,4,4,3,11,Champions,South,Cassandra Brandow,true
RA-19285,6,17,2617.906,4,4,3,11,Champions,East,Chuck Magee,true
RA-19885,44,15,3832.3140000000003,3,3,4,10,Champions,South,Cassandra Brandow,false
RA-19885,44,15,3832.3140000000003,3,3,4,10,Champions,West,Anna Andreadi,false
RA-19915,13,22,4793.543,4,4,4,12,Champions,Central,Kelly Williams,true
RA-19915,13,22,4793.543,4,4,4,12,Champions,East,Chuck Magee,true
RA-19915,13,22,4793.543,4,4,4,12,Champions,West,Anna Andreadi,true
RA-19915,13,22,4793.543,4,4,4,12,Champions,South,Cassandra Brandow,true
RA-19945,62,9,1686.9225,3,2,2,7,Loyal,South,Cassandra Brandow,false
RA-19945,62,9,1686.9225,3,2,2,7,Loyal,East,Chuck Magee,false
RA-19945,62,9,1686.9225,3,2,2,7,Loyal,Central,Kelly Williams,false
RA-19945,62,9,1686.9225,3,2,2,7,Loyal,West,Anna Andreadi,false
RB-19330,69,6,1008.1959999999999,3,1,1,5,Potential,East,Chuck Magee,false
RB-19330,69,6,1008.1959999999999,3,1,1,5,Potential,Central,Kelly Williams,false
RB-19360,97,18,15117.339,2,4,4,10,Champions,South,Cassandra Brandow,true
RB-19360,97,18,15117.339,2,4,4,10,Champions,East,Chuck Magee,true
RB-19360,97,18,15117.339,2,4,4,10,Champions,West,Anna Andreadi,true
RB-19360,97,18,15117.339,2,4,4,10,Champions,Central,Kelly Williams,true
RB-19435,20,16,2663.0860000000002,4,4,3,11,Champions,West,Anna Andreadi,true
RB-19435,20,16,2663.0860000000002,4,4,3,11,Champions,East,Chuck Magee,true
RB-19435,20,16,2663.0860000000002,4,4,3,11,Champions,South,Cassandra Brandow,true
RB-19435,20,16,2663.0860000000002,4,4,3,11,Champions,Central,Kelly Williams,true
RB-19465,10,23,4715.466,4,4,4,12,Champions,Central,Kelly Williams,true
RB-19465,10,23,4715.466,4,4,4,12,Champions,West,Anna Andreadi,true
RB-19465,10,23,4715.466,4,4,4,12,Champions,East,Chuck Magee,true
RB-19465,10,23,4715.466,4,4,4,12,Champions,South,Cassandra Brandow,true
RB-19570,26,9,528.546,4,2,1,7,Loyal,South,Cassandra Brandow,false
RB-19570,26,9,528.546,4,2,1,7,Loyal,West,Anna Andreadi,false
RB-19570,26,9,528.546,4,2,1,7,Loyal,Central,Kelly Williams,false
RB-19645,649,7,221.084,1,1,1,3,Dormant,South,Cassandra Brandow,false
RB-19645,649,7,221.084,1,1,1,3,Dormant,West,Anna Andreadi,false
RB-19705,55,7,2067.45,3,1,2,6,Potential,East,Chuck Magee,false
RB-19705,55,7,2067.45,3,1,2,6,Potential,West,Anna Andreadi,false
RB-19705,55,7,2067.45,3,1,2,6,Potential,Central,Kelly Williams,false
RB-19795,33,18,5633.316000000001,3,4,4,11,Champions,South,Cassandra Brandow,false
RB-19795,33,18,5633.316000000001,3,4,4,11,Champions,Central,Kelly Williams,false
RB-19795,33,18,5633.316000000001,3,4,4,11,Champions,East,Chuck Magee,false
RB-19795,33,18,5633.316000000001,3,4,4,11,Champions,West,Anna Andreadi,false
RC-19825,370,10,966.409,1,2,1,4,Dormant,South,Cassandra Brandow,false
RC-19825,370,10,966.409,1,2,1,4,Dormant,West,Anna Andreadi,false
RC-19825,370,10,966.409,1,2,1,4,Dormant,East,Chuck Magee,false
RC-19825,370,10,966.409,1,2,1,4,Dormant,Central,Kelly Williams,false
RC-19960,111,11,885.752,2,2,1,5,Potential,East,Chuck Magee,false
RC-19960,111,11,885.752,2,2,1,5,Potential,Central,Kelly Williams,false
RC-19960,111,11,885.752,2,2,1,5,Potential,South,Cassandra Brandow,false
RC-19960,111,11,885.752,2,2,1,5,Potential,West,Anna Andreadi,false
RD-19480,73,15,4272.93,3,3,4,10,Champions,West,Anna Andreadi,false
RD-19480,73,15,4272.93,3,3,4,10,Champions,Central,Kelly Williams,false
RD-19480,73,15,4272.93,3,3,4,10,Champions,East,Chuck Magee,false
RD-19585,181,19,2912.8940000000002,2,4,3,9,Loyal,East,Chuck Magee,true
RD-19585,181,19,2912.8940000000002,2,4,3,9,Loyal,South,Cassandra Brandow,true
RD-19585,181,19,2912.8940000000002,2,4,3,9,Loyal,West,Anna Andreadi,true
RD-19585,181,19,2912.8940000000002,2,4,3,9,Loyal,Central,Kelly Williams,true
RD-19660,115,5,2786.632,2,1,3,6,Potential,East,Chuck Magee,true
RD-19660,115,5,2786.632,2,1,3,6,Potential,West,Anna Andreadi,true
RD-19660,115,5,2786.632,2,1,3,6,Potential,Central,Kelly Williams,true
RD-19720,22,20,1419.737,4,4,2,10,Champions,West,Anna Andreadi,false
RD-19720,22,20,1419.737,4,4,2,10,Champions,South,Cassandra Brandow,false
RD-19720,22,20,1419.737,4,4,2,10,Champions,East,Chuck Magee,false
