Sales,Profit,Discount,Order_ID
45.696,5.1408,0.2,US-2023-149958
7.218,-5.5338,0.7,US-2023-149958
43.188,-31.6712,0.7,US-2023-149958
131.904,47.8152,0.2,US-2023-149958
142.776,17.847,0.2,US-2023-149958
471.92,29.495,0.2,US-2023-157609
1071.576,-553.6476,0.4,US-2023-148838
1579.746,-447.5947,0.4,US-2023-148838
613.908,-122.7816,0.4,US-2023-148838
93.78,36.5742,0.0,US-2023-118339
32.67,8.4942,0.0,US-2023-164763
4.448,0.3336,0.2,US-2023-158442
19.68,5.7072,0.0,US-2023-118339
35.88,17.2224,0.0,US-2023-118339
30.44,14.9156,0.0,US-2023-164763
11.43,5.3721,0.0,US-2023-164763
53.4,25.098,0.0,US-2023-118339
47.18,23.59,0.0,US-2023-118339
155.04,75.9696,0.0,US-2023-148838
5.184,1.8792,0.2,US-2023-158442
15.552,5.4432,0.2,US-2023-158442
34.86,16.3842,0.0,US-2023-148838
16.0,7.68,0.0,US-2023-164763
12.96,6.3504,0.0,US-2023-164763
126.624,41.1528,0.2,US-2023-127859
1198.33,70.49,0.15,US-2023-111871
122.352,15.294,0.2,US-2023-145317
30.768,8.0766,0.2,US-2023-145317
111.0,14.43,0.0,US-2023-131275
8.016,1.002,0.2,US-2023-145317
18.936,5.9175,0.2,US-2023-145317
21.376,7.4816,0.2,US-2023-145317
1856.19,334.1142,0.0,US-2023-131275
1279.968,415.9896,0.2,US-2023-131275
22638.48,-1811.0784,0.5,US-2023-145317
821.3,-16.426,0.5,US-2023-145317
20.016,5.5044,0.2,US-2023-103989
4.992,1.3728,0.2,US-2023-103989
33.57,-25.737,0.7,US-2023-103989
11.808,3.9852,0.2,US-2023-103989
26.16,1.962,0.2,US-2023-103989
170.24,53.2,0.2,US-2023-103989
323.976,28.3479,0.2,US-2023-103989
218.376,-10.9188,0.2,US-2023-155544
32.952,6.5904,0.2,US-2023-155544
9.32,2.7028,0.0,US-2023-163223
6.048,1.5876,0.2,US-2023-140004
7.408,1.2038,0.2,US-2023-140004
122.94,59.0112,0.0,US-2023-163223
14.4,6.624,0.0,US-2023-163223
59.2,22.2,0.2,US-2023-155544
122.97,60.2553,0.0,US-2023-163223
16.272,-3.8646,0.2,US-2023-107405
3499.93,909.9818,0.0,US-2023-163223
314.352,-35.3646,0.2,US-2023-148040
16.28,6.512,0.0,US-2023-129609
51.465,-39.4565,0.7,US-2023-158057
7.644,-5.8604,0.7,US-2023-158057
74.352,23.235,0.2,US-2023-148040
9.912,3.2214,0.2,US-2023-164749
330.4,85.904,0.0,US-2023-120838
604.752,37.797,0.2,US-2023-120838
40.48,14.5728,0.0,US-2023-143637
24.9,11.703,0.0,US-2023-147235
366.786,65.2064,0.1,US-2023-148586
25.44,9.9216,0.0,US-2023-128237
14.88,3.72,0.0,US-2023-128237
6.56,1.9024,0.0,US-2023-128237
45.48,15.918,0.0,US-2023-128237
3.36,0.84,0.0,US-2023-141838
27.936,9.4284,0.2,US-2023-141838
18.75,9.0,0.0,US-2023-100860
66.3,8.619,0.0,US-2023-138436
28.784,2.8784,0.2,US-2023-141838
330.588,-143.2548,0.4,US-2023-117380
1184.72,106.6248,0.0,US-2023-137869
6.12,2.8764,0.0,US-2023-137869
302.376,22.6782,0.2,US-2023-100881
890.841,-152.7156,0.3,US-2023-137274
205.666,-12.098,0.15,US-2023-131247
127.302,-9.093,0.3,US-2023-162089
10.5,2.94,0.0,US-2023-105151
49.65,20.853,0.0,US-2023-169033
335.72,113.3055,0.2,US-2023-162089
44.4,22.2,0.0,US-2023-133424
129.3,6.465,0.0,US-2023-113124
15.84,0.0,0.0,US-2023-133424
251.944,88.1804,0.2,US-2023-162089
1125.488,98.4802,0.2,US-2023-130428
52.98,14.8344,0.0,US-2023-128055
4.032,1.0584,0.2,US-2023-130428
1.869,-1.3083,0.7,US-2023-101770
12.645,-10.116,0.7,US-2023-130428
8.134,-13.8278,0.8,US-2023-104759
0.852,-0.5964,0.7,US-2023-112403
673.568,252.588,0.2,US-2023-128055
79.984,13.9972,0.2,US-2023-104759
17.088,5.5536,0.2,US-2023-157021
6.24,3.0576,0.0,US-2023-138359
29.6,14.8,0.0,US-2023-157021
66.96,2.6784,0.0,US-2023-138359
177.68,46.1968,0.0,US-2023-160276
154.9,40.274,0.0,US-2023-164315
33.488,10.465,0.2,US-2023-157847
26.72,9.352,0.2,US-2023-157847
15.84,7.128,0.0,US-2023-164315
1049.93,293.9804,0.0,US-2023-164315
11.16,5.58,0.0,US-2023-112291
159.98,57.5928,0.0,US-2023-112291
62.31,22.4316,0.0,US-2023-112291
5.47,2.3521,0.0,US-2023-133228
79.36,23.808,0.0,US-2023-133228
7.184,2.245,0.2,US-2023-128685
18.9,9.072,0.0,US-2023-105172
12.96,6.3504,0.0,US-2023-149538
19.44,9.3312,0.0,US-2023-149538
232.55,9.302,0.0,US-2023-149538
99.98,42.9914,0.0,US-2023-149538
22.96,6.6584,0.0,US-2023-102988
26.7,7.476,0.0,US-2023-149104
13.89,4.5837,0.0,US-2023-149104
22.96,7.5768,0.0,US-2023-102988
115.36,56.5264,0.0,US-2023-157231
40.2,18.09,0.0,US-2023-149104
12.96,6.3504,0.0,US-2023-102988
55.48,26.6304,0.0,US-2023-113887
689.82,20.6946,0.0,US-2023-149104
52.096,3.9072,0.2,US-2023-151001
49.632,3.7224,0.2,US-2023-151001
4164.05,83.281,0.0,US-2023-102988
28.99,8.4071,0.0,US-2023-102988
91.96,15.6332,0.0,US-2023-102652
33.11,12.9129,0.0,US-2023-102652
653.55,111.1035,0.0,US-2023-169803
154.764,-36.1116,0.4,US-2023-118486
70.95,18.447,0.0,US-2023-153808
65.568,23.7684,0.2,US-2023-153808
44.91,-35.928,0.7,US-2023-136742
55.48,26.6304,0.0,US-2023-102652
19.44,9.3312,0.0,US-2023-102652
10.304,-2.1896,0.2,US-2023-118486
33.9,2.034,0.0,US-2023-169803
299.97,131.9868,0.0,US-2023-153808
116.784,21.897,0.2,US-2023-118486
8.96,2.7776,0.0,US-2023-124023
122.97,60.2553,0.0,US-2023-128846
58.32,27.9936,0.0,US-2023-165806
629.95,163.787,0.0,US-2023-128846
200.97,50.2425,0.0,US-2023-165806
1215.92,316.1392,0.0,US-2023-118997
99.592,2.4898,0.2,US-2023-150581
172.11,-94.6605,0.4,US-2023-121769
2.368,0.8288,0.2,US-2023-100363
49.792,-11.8256,0.2,US-2023-163797
19.008,6.8904,0.2,US-2023-100363
399.96,139.986,0.0,US-2023-150581
9.584,3.3544,0.2,US-2023-121734
6.912,2.3328,0.2,US-2023-102715
10.368,3.6288,0.2,US-2023-102715
87.08,24.3824,0.0,US-2023-110555
335.944,41.993,0.2,US-2023-102715
383.976,81.5949,0.2,US-2023-102715
217.44,91.3248,0.0,US-2023-110555
105.584,9.2386,0.2,US-2023-110555
758.352,265.4232,0.2,US-2023-138940
308.499,-18.147,0.15,US-2023-154599
39.68,16.2688,0.0,US-2023-142979
18.088,6.5569,0.2,US-2023-154599
32.4,15.552,0.0,US-2023-158365
438.368,38.3572,0.2,US-2023-154599
1075.088,94.0702,0.2,US-2023-154599
17.856,1.116,0.2,US-2023-122336
509.97,-407.976,0.7,US-2023-122336
30.992,10.0724,0.2,US-2023-122336
7.83,3.6018,0.0,US-2023-167724
71.928,8.3916,0.4,US-2023-122336
187.76,76.9816,0.0,US-2023-120740
106.96,31.0184,0.0,US-2023-120740
39.072,9.768,0.2,US-2023-155208
317.058,-18.1176,0.3,US-2023-100678
10.75,3.5475,0.0,US-2023-110849
2.688,1.008,0.2,US-2023-100678
13.12,3.8048,0.0,US-2023-110849
149.352,50.4063,0.2,US-2023-100678
11.62,3.6022,0.0,US-2023-110849
227.976,28.497,0.2,US-2023-100678
287.968,97.1892,0.2,US-2023-110849
76.14,26.649,0.0,US-2023-169460
58.05,26.703,0.0,US-2023-158470
71.28,34.2144,0.0,US-2023-158470
59.92,27.5632,0.0,US-2023-101462
744.1,-95.67,0.3,US-2023-134572
401.59,-131.951,0.3,US-2023-134572
44.84,5.605,0.2,US-2023-134572
16.52,5.5755,0.2,US-2023-158064
828.84,0.0,0.0,US-2023-136336
9.912,3.3453,0.2,US-2023-122070
247.84,121.4416,0.0,US-2023-122070
281.372,-12.0588,0.3,US-2023-150119
281.372,-12.0588,0.3,US-2023-150119
22.336,7.8176,0.2,US-2023-150119
7.488,-5.2416,0.7,US-2023-150119
2.502,-1.7514,0.7,US-2023-112564
48.91,22.9877,0.0,US-2023-111857
1487.04,148.704,0.2,US-2023-166954
303.25,63.6825,0.0,US-2023-166954
270.72,78.5088,0.0,US-2023-166954
6.24,0.546,0.2,US-2023-157406
10.368,3.6288,0.2,US-2023-157406
302.376,37.797,0.2,US-2023-110100
230.28,23.028,0.2,US-2023-147298
21.4,6.206,0.0,US-2023-116785
18.288,5.715,0.2,US-2023-147298
12.6,5.796,0.0,US-2023-116785
5.34,1.4952,0.0,US-2023-118976
20.86,9.387,0.0,US-2023-118976
3.15,1.512,0.0,US-2023-118976
6.912,2.5056,0.2,US-2023-140228
497.61,129.3786,0.0,US-2023-118976
177.568,-37.7332,0.2,US-2023-140228
27.096,2.0322,0.2,US-2023-140228
159.98,57.5928,0.0,US-2023-132983
1679.96,125.997,0.2,US-2023-131387
561.584,70.198,0.2,US-2023-107811
51.96,12.99,0.0,US-2023-142727
17.46,5.9364,0.0,US-2023-134061
17.94,8.6112,0.0,US-2023-142727
99.92,-1.249,0.2,US-2023-107811
19.98,5.1948,0.0,US-2023-118304
174.95,45.487,0.0,US-2023-160094
826.0,214.76,0.0,US-2023-160094
47.79,16.2486,0.0,US-2023-156006
26.136,1.9602,0.2,US-2023-115056
479.984,89.997,0.2,US-2023-124618
10.896,3.9498,0.2,US-2023-135755
40.176,14.5638,0.2,US-2023-135755
21.56,10.3488,0.0,US-2023-130274
27.46,9.8856,0.0,US-2023-155271
12.18,3.8976,0.0,US-2023-148194
57.68,19.0344,0.0,US-2023-148194
37.84,2.838,0.2,US-2023-111899
46.8,21.06,0.0,US-2023-117709
5.472,1.8468,0.2,US-2023-111899
127.869,-9.1335,0.3,US-2023-110219
6.56,1.9024,0.0,US-2023-166457
11.88,5.346,0.0,US-2023-111934
35.44,16.6568,0.0,US-2023-111934
24.56,11.5432,0.0,US-2023-166457
9.42,4.239,0.0,US-2023-166457
45.248,3.9592,0.2,US-2023-160738
107.94,30.2232,0.0,US-2023-154879
140.736,52.776,0.2,US-2023-121664
5.78,2.7166,0.0,US-2023-154879
872.32,244.2496,0.0,US-2023-166086
194.25,-38.85,0.3,US-2023-166086
8.64,2.5056,0.0,US-2023-166086
16.14,7.9086,0.0,US-2023-166086
872.32,244.2496,0.0,CA-2023-166086
194.25,-38.85,0.3,CA-2023-166086
8.64,2.5056,0.0,CA-2023-166086
16.14,7.9086,0.0,CA-2023-166086
1799.97,239.996,0.4,US-2023-116666
9.45,4.536,0.0,US-2023-158771
20.65,9.499,0.0,US-2023-158771
45.36,21.7728,0.0,US-2023-158771
83.25,14.985,0.0,US-2023-158771
167.97,40.3128,0.0,US-2023-102071
67.8,4.068,0.0,US-2023-102071
349.965,-216.9783,0.5,US-2023-114181
256.784,32.098,0.2,US-2023-103310
22.32,5.301,0.2,US-2023-114181
158.13,77.4837,0.0,US-2023-159709
39.96,19.1808,0.0,US-2023-103310
41.04,11.0808,0.0,US-2023-103310
1432.0,125.3,0.2,US-2023-103310
43.6,4.36,0.2,US-2023-159709
1212.96,-69.312,0.3,US-2023-152100
66.112,-84.2928,0.6,US-2023-103849
35.91,9.6957,0.0,US-2023-127523
104.58,-172.557,0.8,US-2023-119172
17.472,5.6784,0.2,US-2023-119172
46.864,7.6154,0.2,US-2023-139017
58.112,7.264,0.2,US-2023-103849
100.792,6.2995,0.2,US-2023-103849
34.79,10.7849,0.0,US-2023-127159
700.056,-130.0104,0.3,US-2023-155887
279.456,20.9592,0.2,US-2023-113768
398.352,-331.96,0.7,US-2023-140165
7.104,2.3976,0.2,US-2023-140165
8.0,3.84,0.0,US-2023-113768
55.5,9.99,0.0,US-2023-167164
149.97,52.4895,0.0,US-2023-114433
310.88,23.316,0.2,US-2023-106810
232.88,17.466,0.2,US-2023-125150
56.4,3.384,0.0,US-2023-163146
91.68,45.84,0.0,US-2023-148761
149.232,3.7308,0.2,US-2023-164224
15.936,5.7768,0.2,US-2023-164224
3.984,1.4442,0.2,US-2023-133963
779.796,-168.9558,0.4,US-2023-103373
57.42,26.4132,0.0,US-2023-107699
34.2,9.234,0.0,US-2023-130155
139.86,60.1398,0.0,US-2023-114188
10.332,-5.9409,0.6,US-2023-130673
33.28,9.3184,0.0,US-2023-114188
38.52,11.9412,0.0,US-2023-114188
10.368,3.6288,0.2,US-2023-130673
66.96,-13.392,0.2,US-2023-130673
20.784,-3.6372,0.2,US-2023-130673
518.27,-97.18,0.2,CA-2023-166695
6.98,3.35,0.0,CA-2023-166695
343.2,38.61,0.2,CA-2023-166695
107.772,-29.2524,0.3,US-2023-127166
245.88,68.8464,0.0,US-2023-152443
31.84,10.5072,0.0,US-2023-104780
18.24,-31.008,0.8,US-2023-127166
447.86,219.4514,0.0,US-2023-152443
2715.93,1276.4871,0.0,US-2023-117639
56.064,21.024,0.2,US-2023-127166
4.832,1.6308,0.2,US-2023-127166
17.94,8.7906,0.0,US-2023-152443
617.97,173.0316,0.0,US-2023-117639
245.88,68.8464,0.0,CA-2023-152443
447.86,219.4514,0.0,CA-2023-152443
17.94,8.7906,0.0,CA-2023-152443
135.98,33.995,0.0,US-2023-143840
44.95,12.586,0.0,US-2023-143840
208.16,56.2032,0.0,US-2023-135881
21.168,2.3814,0.2,US-2023-105767
17.96,5.837,0.2,US-2023-135881
3.282,-2.6256,0.7,US-2023-105767
12.96,6.2208,0.0,US-2023-138513
5.04,0.1512,0.0,US-2023-135881
55.188,-10.1178,0.4,US-2023-105767
116.28,56.9772,0.0,US-2023-143413
29.32,-24.189,0.6,US-2023-130379
75.6,-166.32,0.8,US-2023-130379
14.62,6.7252,0.0,US-2023-100391
290.666,27.3568,0.15,US-2023-156349
225.296,22.5296,0.2,US-2023-158029
359.772,-5.1396,0.3,US-2023-144029
13.392,3.1806,0.2,US-2023-144029
48.4,23.232,0.0,US-2023-129574
102.624,7.6968,0.2,US-2023-144029
201.584,20.1584,0.2,US-2023-156349
83.984,31.494,0.2,US-2023-156349
567.12,-28.356,0.2,US-2023-124429
17.46,-30.555,0.8,US-2023-117058
359.32,7.1864,0.0,US-2023-124429
99.99,37.9962,0.0,US-2023-139192
1113.504,125.2692,0.2,US-2023-139192
136.96,51.36,0.2,US-2023-108861
27.6,2.208,0.0,US-2023-135993
57.408,5.7408,0.2,US-2023-135993
355.455,-184.8366,0.5,US-2023-145800
235.95,77.8635,0.0,US-2023-103429
70.368,26.388,0.2,US-2023-105872
25.584,8.9544,0.2,US-2023-103429
13.62,6.129,0.0,US-2023-146885
39.96,17.982,0.0,US-2023-103429
719.976,134.9955,0.2,US-2023-140473
464.0,134.56,0.0,US-2023-103429
113.73,32.9817,0.0,US-2023-166051
659.97,197.991,0.0,US-2023-166051
2001.86,580.5394,0.0,US-2023-131926
22.2,9.102,0.0,US-2023-165659
1503.25,496.0725,0.0,US-2023-131926
65.52,12.376,0.1,US-2023-157070
289.2,83.868,0.0,US-2023-111003
45.48,20.9208,0.0,US-2023-111003
138.56,66.5088,0.0,US-2023-157070
25.92,12.4416,0.0,US-2023-131926
47.88,23.94,0.0,US-2023-131926
166.72,41.68,0.0,US-2023-131926
881.93,229.3018,0.0,US-2023-165659
73.32,21.996,0.0,US-2023-104472
8.56,2.6536,0.0,US-2023-100895
59.808,19.4376,0.2,US-2023-104472
356.94,107.082,0.0,US-2023-100895
239.97,67.1916,0.0,US-2023-100895
61.544,-40.0036,0.6,US-2023-163867
515.88,113.4936,0.0,US-2023-135657
15.28,7.4872,0.0,US-2023-141299
15.936,5.1792,0.2,US-2023-163867
132.696,9.9522,0.2,US-2023-163867
353.568,-44.196,0.2,US-2023-151946
13.96,6.7008,0.0,US-2023-151946
56.96,21.0752,0.0,US-2023-151946
15.56,4.0456,0.0,US-2023-151946
16.224,5.8812,0.2,US-2023-147914
991.764,-347.1174,0.4,US-2023-159520
13.36,4.9432,0.0,US-2023-133270
1.365,-0.91,0.7,US-2023-169257
24.588,-38.1114,0.8,US-2023-161305
149.544,50.4711,0.2,US-2023-159520
13.984,4.7196,0.2,US-2023-161305
100.24,33.831,0.2,US-2023-151897
62.016,22.4808,0.2,US-2023-169257
17.14,4.4564,0.0,US-2023-159520
268.935,-209.7693,0.5,US-2023-106229
12.462,-20.5623,0.8,US-2023-134971
170.352,10.647,0.2,US-2023-109162
585.552,73.194,0.2,US-2023-141257
68.48,25.68,0.2,US-2023-108147
1676.88,83.844,0.0,US-2023-108147
48.86,14.1694,0.0,US-2023-115812
37.4,14.212,0.0,US-2023-160262
1706.184,85.3092,0.2,US-2023-115812
1441.3,245.021,0.0,US-2023-132612
114.9,34.47,0.0,US-2023-115812
70.368,6.1572,0.2,US-2023-133753
18.06,4.6956,0.0,US-2023-160262
7.28,1.9656,0.0,US-2023-115812
23.1,10.626,0.0,US-2023-133851
18.504,5.7825,0.2,US-2023-115812
79.14,36.4044,0.0,US-2023-160262
7.36,0.1472,0.0,US-2023-133851
63.984,10.3974,0.2,US-2023-133753
7.992,0.5994,0.2,US-2023-133753
911.424,68.3568,0.2,US-2023-115812
907.152,90.7152,0.2,US-2023-115812
491.55,240.8595,0.0,US-2023-144281
14.52,4.7916,0.0,US-2023-114643
212.94,57.4938,0.0,US-2023-140487
797.944,-56.996,0.3,US-2023-141215
99.918,-18.5562,0.3,US-2023-141215
8.568,-14.5656,0.8,US-2023-141215
36.544,11.8768,0.2,US-2023-126963
647.84,32.392,0.0,US-2023-136644
35.0,10.5,0.0,US-2023-113929
39.552,14.3376,0.2,US-2023-113929
41.4,19.458,0.0,US-2023-113929
6.24,2.6208,0.0,US-2023-144414
3266.376,1061.5722,0.2,US-2023-144414
17.9,8.95,0.0,US-2023-144414
62.016,22.4808,0.2,US-2023-156342
65.97,31.0059,0.0,US-2023-104402
139.8,12.2325,0.2,US-2023-123855
74.352,23.235,0.2,CA-2023-184712
193.0656,-19.8744,0.32,US-2023-166863
471.9,155.727,0.0,US-2023-112949
3.52,1.6896,0.0,US-2023-112949
3.392,-5.088,0.8,US-2023-166863
11.648,4.0768,0.2,US-2023-166863
15.552,5.4432,0.2,US-2023-166863
509.488,-127.372,0.2,US-2023-166863
418.8,-97.72,0.4,US-2023-166863
201.584,20.1584,0.2,US-2023-166863
3.984,0.6474,0.2,US-2023-138317
104.01,14.5614,0.0,US-2023-117135
59.7,26.865,0.0,US-2023-130624
44.416,3.8864,0.2,US-2023-138317
3.76,1.0904,0.0,US-2023-128146
21.4,6.206,0.0,US-2023-141278
9.006,-7.2048,0.7,US-2023-138317
11.088,-8.1312,0.7,US-2023-160780
25.164,-16.776,0.7,US-2023-160780
24.896,8.4024,0.2,US-2023-138317
19.65,9.039,0.0,US-2023-130624
36.84,10.3152,0.0,US-2023-117135
95.968,28.7904,0.2,US-2023-138317
206.991,-172.4925,0.7,US-2023-138317
1214.85,352.3065,0.0,US-2023-141796
284.82,74.0532,0.0,US-2023-117135
617.97,160.6722,0.0,US-2023-130624
1322.93,357.1911,0.0,US-2023-128146
853.93,0.0,0.3,US-2023-154963
170.058,-4.8588,0.3,US-2023-154963
8.226,-6.0324,0.7,US-2023-133389
501.81,0.0,0.0,US-2023-124646
161.94,9.7164,0.0,US-2023-124646
196.752,56.5662,0.2,US-2023-142048
82.782,-15.1767,0.4,US-2023-154963
20.016,1.7514,0.2,US-2023-130358
3.104,0.3492,0.2,US-2023-130358
