ProductID,Segment,Category,SubCategory,ProductName
OFF-AR-10001315,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10004055,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002399,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002399,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10004272,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001526,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001526,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004165,Corporate,Office Supplies,Sub Category,Product Name
OFF-SU-10001574,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002109,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10000304,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000304,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000034,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003355,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003355,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10002280,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000343,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000343,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000823,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000791,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000791,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000490,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000490,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004948,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000349,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002049,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10001847,Corporate,Furniture,Sub Category,Product Name
OFF-AR-10002833,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001919,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001919,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10001919,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001919,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10004270,Home Office,Furniture,Sub Category,Product Name
TEC-AC-10002370,Home Office,Technology,Sub Category,Product Name
OFF-LA-10001569,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001771,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002195,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10004582,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10004846,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10001078,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10003469,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003469,Consumer,Office Supplies,Sub Category,Product Name
OFF-SU-10002522,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10004164,Home Office,Furniture,Sub Category,Product Name
OFF-EN-10001415,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10002012,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002012,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002012,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002012,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10001754,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10001045,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10001045,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000831,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000494,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000494,Corporate,Office Supplies,Sub Category,Product Name
OFF-AP-10001626,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10000657,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10000657,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10004654,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002804,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002804,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10002804,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10001918,Corporate,Furniture,Sub Category,Product Name
OFF-BI-10003529,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002479,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002479,Consumer,Office Supplies,Sub Category,Product Name
OFF-SU-10001212,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10001561,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10001561,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10004187,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004187,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001613,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10003190,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10001613,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001613,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10003388,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10003190,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001175,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001613,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001613,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10003190,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000546,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003845,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004971,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004971,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000682,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000682,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000848,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10003274,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10003274,Consumer,Furniture,Sub Category,Product Name
OFF-AR-10004269,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004027,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001838,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004022,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004022,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000840,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10001231,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10003495,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001243,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10003663,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004425,Home Office,Office Supplies,Sub Category,Product Name
OFF-EN-10002600,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10002988,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10002988,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000611,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10000206,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10000206,Corporate,Furniture,Sub Category,Product Name
FUR-FU-10000206,Corporate,Furniture,Sub Category,Product Name
FUR-FU-10000206,Consumer,Furniture,Sub Category,Product Name
OFF-AR-10000369,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10003602,Corporate,Office Supplies,Sub Category,Product Name
OFF-AP-10002906,Consumer,Office Supplies,Sub Category,Product Name
OFF-AP-10002906,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004008,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10004409,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10004409,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10004020,Consumer,Furniture,Sub Category,Product Name
OFF-AR-10000634,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10001922,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001922,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001097,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000145,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004182,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000145,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000145,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10000145,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10000145,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002412,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001560,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10001706,Consumer,Furniture,Sub Category,Product Name
OFF-LA-10000134,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10001706,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10001706,Corporate,Furniture,Sub Category,Product Name
FUR-FU-10001706,Home Office,Furniture,Sub Category,Product Name
OFF-LA-10002271,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10002271,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10000134,Home Office,Office Supplies,Sub Category,Product Name
OFF-LA-10002271,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10002195,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10000134,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001267,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10000735,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10000735,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002609,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002949,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001547,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10003305,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10003045,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10000301,Corporate,Office Supplies,Sub Category,Product Name
OFF-EN-10001509,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10001509,Consumer,Office Supplies,Sub Category,Product Name
OFF-EN-10001509,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001317,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10003766,Corporate,Office Supplies,Sub Category,Product Name
OFF-LA-10000452,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10000452,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10000973,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10000973,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10001641,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002751,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001667,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10002764,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10002764,Corporate,Office Supplies,Sub Category,Product Name
FUR-FU-10000023,Corporate,Furniture,Sub Category,Product Name
OFF-PA-10001934,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10002195,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10001934,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002195,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004967,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004967,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001573,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10001731,Consumer,Furniture,Sub Category,Product Name
OFF-AR-10003251,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003251,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10003251,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10003251,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10000550,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10002963,Home Office,Furniture,Sub Category,Product Name
OFF-AR-10001868,Home Office,Office Supplies,Sub Category,Product Name
OFF-AR-10001868,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000304,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10000029,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002105,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004888,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000019,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001972,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10002787,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004255,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000029,Corporate,Office Supplies,Sub Category,Product Name
OFF-BI-10004656,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004355,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000048,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001569,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001870,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10002262,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004888,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10002689,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004609,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10004983,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10000809,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003953,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003953,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004888,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000223,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10004355,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001166,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10004656,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004352,Consumer,Office Supplies,Sub Category,Product Name
OFF-LA-10002945,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10000716,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10004675,Home Office,Office Supplies,Sub Category,Product Name
FUR-FU-10000010,Consumer,Furniture,Sub Category,Product Name
OFF-BI-10004141,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10004141,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001249,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10001249,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10002947,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003001,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10003651,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10001804,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10003001,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10002676,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10002676,Consumer,Office Supplies,Sub Category,Product Name
OFF-BI-10003784,Corporate,Office Supplies,Sub Category,Product Name
OFF-AR-10001130,Home Office,Office Supplies,Sub Category,Product Name
OFF-PA-10000533,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000955,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10002982,Home Office,Office Supplies,Sub Category,Product Name
OFF-BI-10002982,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001609,Corporate,Office Supplies,Sub Category,Product Name
OFF-PA-10001609,Home Office,Office Supplies,Sub Category,Product Name
OFF-FA-10000624,Corporate,Office Supplies,Sub Category,Product Name
OFF-FA-10000624,Home Office,Office Supplies,Sub Category,Product Name
OFF-SU-10001225,Consumer,Office Supplies,Sub Category,Product Name
OFF-AR-10004582,Consumer,Office Supplies,Sub Category,Product Name
OFF-PA-10000575,Home Office,Office Supplies,Sub Category,Product Name
TEC-PH-10000347,Home Office,Technology,Sub Category,Product Name
TEC-PH-10000347,Corporate,Technology,Sub Category,Product Name
FUR-FU-10003981,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10003981,Consumer,Furniture,Sub Category,Product Name
FUR-FU-10003981,Corporate,Furniture,Sub Category,Product Name
OFF-FA-10000840,Consumer,Office Supplies,Sub Category,Product Name
OFF-FA-10003472,Consumer,Office Supplies,Sub Category,Product Name
FUR-FU-10002191,Home Office,Furniture,Sub Category,Product Name
