RowID,OrderID,ShipDate,ShipMode,CustomerID,PostalCode,sales,profit,ProductID,City
9208,CA-2017-140781,2017-08-07,Standard Class,AB-10105,61701,39.82,7.47,TEC-AC-10000682,Bloomington
7377,US-2017-145597,2017-11-05,First Class,GG-14650,61701,54.34,5.43,OFF-AR-10001958,Bloomington
6686,US-2015-129637,2015-12-22,Standard Class,MC-18100,61701,41.55,-19.74,FUR-FU-10000965,Bloomington
6685,US-2015-129637,2015-12-22,Standard Class,MC-18100,61701,180.02,-15.75,OFF-ST-10003716,Bloomington
126,US-2014-134614,2014-09-25,Standard Class,PF-19165,61701,617.70,-407.68,FUR-TA-10004534,Bloomington
3095,CA-2015-114468,2015-08-23,Same Day,TD-20995,60440,10.37,3.63,OFF-PA-10000809,Bolingbrook
3096,CA-2015-114468,2015-08-23,Same Day,TD-20995,60440,12.03,2.26,OFF-FA-10003021,Bolingbrook
3097,CA-2015-114468,2015-08-23,Same Day,TD-20995,60440,5.77,-13.55,OFF-AP-10000696,Bolingbrook
3895,US-2014-112200,2014-11-28,Standard Class,TC-21475,60440,9.98,-16.47,OFF-BI-10002571,Bolingbrook
3094,CA-2015-114468,2015-08-23,Same Day,TD-20995,60440,31.68,2.77,OFF-SU-10004231,Bolingbrook
7454,CA-2017-134796,2017-06-30,Standard Class,FM-14380,60440,148.48,16.70,TEC-PH-10003505,Bolingbrook
9140,CA-2014-106971,2014-09-08,Standard Class,BM-11785,60089,475.94,95.19,TEC-AC-10000844,Buffalo Grove
5751,CA-2014-145800,2014-06-05,Standard Class,SS-20410,60089,355.45,-184.84,FUR-TA-10001539,Buffalo Grove
3493,CA-2015-157322,2015-07-06,Standard Class,RH-19600,60188,11.17,3.77,OFF-PA-10000659,Carol Stream
3491,CA-2015-157322,2015-07-06,Standard Class,RH-19600,60188,68.60,6.00,OFF-ST-10004507,Carol Stream
3492,CA-2015-157322,2015-07-06,Standard Class,RH-19600,60188,435.50,48.99,OFF-ST-10003208,Carol Stream
3489,CA-2015-157322,2015-07-06,Standard Class,RH-19600,60188,408.42,-5.83,FUR-CH-10004086,Carol Stream
3490,CA-2015-157322,2015-07-06,Standard Class,RH-19600,60188,382.12,-92.80,FUR-CH-10003774,Carol Stream
3865,CA-2015-157133,2015-12-03,Standard Class,LC-16885,61821,151.96,-182.35,FUR-FU-10004904,Champaign
9164,CA-2015-164007,2015-06-12,Standard Class,MG-17695,60610,2.38,0.74,TEC-AC-10003433,Chicago
8659,CA-2016-168361,2016-06-25,Standard Class,KB-16600,60623,0.84,-1.34,OFF-BI-10003727,Chicago
1974,CA-2014-148950,2014-12-19,Standard Class,JD-16015,60610,2.90,0.47,OFF-FA-10003059,Chicago
6556,CA-2014-137092,2014-10-22,Second Class,LS-16975,60653,3.81,1.24,OFF-PA-10002109,Chicago
8184,CA-2017-155642,2017-05-22,Standard Class,BM-11575,60653,1.89,-0.99,FUR-FU-10001918,Chicago
8776,CA-2016-163636,2016-12-09,Second Class,MP-18175,60623,3.54,0.31,OFF-AR-10001547,Chicago
3334,CA-2017-122595,2017-12-20,Standard Class,GM-14455,60653,2.03,-1.32,FUR-FU-10002963,Chicago
1824,CA-2016-168956,2016-02-20,Standard Class,EA-14035,60623,5.18,1.81,OFF-PA-10000809,Chicago
7445,CA-2017-127474,2017-02-07,Second Class,RD-19810,60610,5.18,1.81,OFF-PA-10001166,Chicago
2690,CA-2014-123064,2014-07-02,First Class,RA-19915,60653,5.25,1.64,OFF-AR-10004582,Chicago
6109,CA-2016-150007,2016-09-16,Standard Class,AS-10090,60653,6.00,2.10,OFF-LA-10001982,Chicago
9475,CA-2015-100818,2015-06-05,Second Class,JM-15265,60653,5.90,1.99,OFF-LA-10000443,Chicago
5541,US-2017-150595,2017-05-26,Standard Class,LE-16810,60653,1.59,-2.63,OFF-BI-10003274,Chicago
8983,CA-2016-110898,2016-03-12,Standard Class,LC-16870,60623,1.73,-2.76,OFF-BI-10004656,Chicago
6446,CA-2015-151785,2015-03-10,Standard Class,JJ-15445,60623,7.10,2.49,OFF-FA-10000611,Chicago
9751,CA-2016-113390,2016-10-15,Standard Class,EP-13915,60610,5.34,0.67,OFF-AR-10003183,Chicago
7792,CA-2016-108364,2016-12-24,Standard Class,BP-11050,60623,1.80,-2.88,OFF-BI-10002012,Chicago
9379,CA-2016-117625,2016-05-15,Standard Class,GM-14500,60610,7.07,2.39,OFF-EN-10001535,Chicago
102,CA-2016-158568,2016-09-02,Standard Class,RB-19465,60610,1.79,-3.04,OFF-BI-10002609,Chicago
3765,CA-2017-125878,2017-03-02,Standard Class,MH-18025,60623,1.79,-3.04,OFF-BI-10002609,Chicago
6506,CA-2016-152331,2016-06-30,Standard Class,LD-16855,60653,5.30,0.46,OFF-AR-10001547,Chicago
3253,CA-2017-110373,2017-10-30,Second Class,MA-17560,60610,7.06,2.21,OFF-AR-10003045,Chicago
3725,CA-2017-127264,2017-04-05,First Class,SA-20830,60653,7.06,2.21,OFF-AR-10003045,Chicago
8186,CA-2015-136728,2015-09-17,Second Class,AG-10900,60623,7.82,2.93,OFF-EN-10002621,Chicago
4547,CA-2015-126557,2015-07-17,Second Class,RL-19615,60610,1.93,-2.99,OFF-BI-10003314,Chicago
1822,CA-2016-168956,2016-02-20,Standard Class,EA-14035,60623,6.98,1.83,OFF-FA-10000304,Chicago
6110,CA-2016-150007,2016-09-16,Standard Class,AS-10090,60653,1.91,-3.24,OFF-BI-10004141,Chicago
7788,US-2016-117037,2016-05-20,First Class,LW-17215,60653,7.90,2.47,OFF-FA-10000936,Chicago
9809,CA-2017-145093,2017-07-26,Standard Class,PT-19090,60623,2.11,-3.38,OFF-BI-10001116,Chicago
7852,CA-2014-169649,2014-12-15,Standard Class,TS-21205,60653,8.45,2.96,OFF-PA-10000143,Chicago
7322,CA-2017-167626,2017-09-07,Standard Class,MY-18295,60623,8.90,3.34,OFF-PA-10003424,Chicago
1971,CA-2017-140242,2017-05-11,Standard Class,ML-17755,60623,6.41,0.64,OFF-AR-10004752,Chicago
4436,CA-2016-163398,2016-05-08,Standard Class,CB-12415,60653,2.18,-3.60,OFF-BI-10000014,Chicago
9407,CA-2014-152618,2014-03-17,First Class,RB-19465,60653,8.45,2.64,OFF-PA-10001215,Chicago
1044,CA-2017-115651,2017-07-12,First Class,NS-18640,60610,8.84,2.98,OFF-AR-10001130,Chicago
7071,CA-2016-164490,2016-09-10,Second Class,SU-20665,60653,9.25,3.35,OFF-PA-10004971,Chicago
3515,CA-2017-140326,2017-09-06,First Class,HW-14935,60653,6.91,0.86,OFF-AR-10001149,Chicago
7455,CA-2016-137743,2016-08-04,Standard Class,KH-16360,60623,9.25,3.12,OFF-LA-10003663,Chicago
4921,CA-2017-101728,2017-08-23,Standard Class,SC-20575,60653,2.30,-3.90,OFF-BI-10002393,Chicago
244,CA-2016-157749,2016-06-09,Second Class,KL-16645,60610,7.41,1.20,OFF-AR-10004685,Chicago
4548,CA-2015-126557,2015-07-17,Second Class,RL-19615,60610,6.91,0.69,OFF-AR-10003190,Chicago
8251,CA-2015-140221,2015-03-09,Second Class,MS-17365,60653,4.71,-1.88,FUR-FU-10000023,Chicago
7828,CA-2017-117114,2017-11-05,Standard Class,CY-12745,60610,9.91,3.22,OFF-EN-10001137,Chicago
243,CA-2016-157749,2016-06-09,Second Class,KL-16645,60610,4.04,-2.83,FUR-FU-10002505,Chicago
8801,CA-2017-148992,2017-11-27,Standard Class,CS-12250,60623,10.69,3.74,OFF-PA-10004285,Chicago
7985,CA-2017-152499,2017-01-25,Second Class,EH-13765,60623,7.87,0.89,OFF-AR-10003481,Chicago
6833,CA-2015-112522,2015-10-17,Standard Class,DP-13165,60610,8.02,1.00,OFF-AR-10003183,Chicago
4368,CA-2017-117044,2017-09-13,Second Class,HA-14920,60623,10.53,3.29,OFF-FA-10000936,Chicago
7606,CA-2016-101791,2016-05-31,Standard Class,BS-11665,60623,5.58,-1.68,FUR-FU-10002191,Chicago
4774,CA-2017-119746,2017-11-27,Standard Class,CM-12385,60610,11.52,4.18,OFF-LA-10001613,Chicago
7408,CA-2017-152079,2017-01-21,First Class,ML-17410,60653,11.52,4.18,OFF-LA-10001613,Chicago
8381,CA-2014-103527,2014-09-14,Second Class,CC-12220,60653,10.90,3.40,OFF-PA-10001622,Chicago
5511,US-2017-152569,2017-05-20,Standard Class,JD-16015,60653,11.12,3.48,TEC-PH-10002185,Chicago
8868,CA-2014-120411,2014-09-23,First Class,SB-20185,60653,11.12,3.48,TEC-PH-10002185,Chicago
7787,US-2016-117037,2016-05-20,First Class,LW-17215,60653,2.89,-4.77,OFF-BI-10000279,Chicago
9354,CA-2017-148411,2017-09-26,First Class,RO-19780,60623,11.42,3.71,OFF-PA-10002109,Chicago
9065,US-2014-151015,2014-10-20,Standard Class,BD-11500,60653,2.95,-4.86,OFF-BI-10000343,Chicago
3172,US-2016-133879,2016-03-28,Standard Class,KT-16465,60623,3.17,-4.75,OFF-BI-10004465,Chicago
7283,CA-2017-155936,2017-06-29,Standard Class,JK-15730,60653,3.04,-5.01,OFF-BI-10002432,Chicago
6872,CA-2016-145009,2016-12-08,Second Class,RF-19345,60610,11.95,3.88,OFF-LA-10004853,Chicago
3359,CA-2016-139234,2016-05-10,Standard Class,AF-10870,60610,3.21,-5.29,OFF-BI-10000773,Chicago
8982,CA-2016-110898,2016-03-12,Standard Class,LC-16870,60623,2.33,-6.30,OFF-AP-10001626,Chicago
6252,CA-2014-101147,2014-12-04,First Class,MC-17575,60623,2.39,-6.34,OFF-AP-10004249,Chicago
6302,US-2014-161305,2014-06-12,Standard Class,SB-20170,60623,13.98,4.72,OFF-EN-10000461,Chicago
9796,CA-2016-125920,2016-05-28,Standard Class,SH-19975,60610,3.80,-5.89,OFF-BI-10003429,Chicago
8458,US-2017-118556,2017-06-02,Second Class,TH-21235,60653,3.56,-6.24,OFF-BI-10004364,Chicago
9478,CA-2015-100818,2015-06-05,Second Class,JM-15265,60653,3.56,-6.24,OFF-BI-10004364,Chicago
4549,CA-2015-126557,2015-07-17,Second Class,RL-19615,60610,7.76,-2.13,FUR-FU-10001861,Chicago
5570,CA-2017-157966,2017-03-13,Same Day,SU-20665,60610,15.55,5.64,OFF-PA-10001934,Chicago
9523,CA-2014-169446,2014-12-25,Standard Class,SG-20605,60623,15.55,5.44,OFF-PA-10000295,Chicago
7984,CA-2017-152499,2017-01-25,Second Class,EH-13765,60623,15.12,4.91,OFF-FA-10002975,Chicago
6742,CA-2014-144029,2014-05-31,Standard Class,MM-18055,60623,13.39,3.18,OFF-AR-10000716,Chicago
7474,CA-2016-109652,2016-04-15,Standard Class,QJ-19255,60653,13.57,3.22,OFF-AR-10000034,Chicago
6903,CA-2017-111220,2017-09-08,Standard Class,JS-15595,60653,16.00,5.60,OFF-FA-10002280,Chicago
7161,CA-2015-145835,2015-05-18,Second Class,BF-11170,60623,16.00,5.60,OFF-FA-10002280,Chicago
551,CA-2015-113173,2015-11-17,Second Class,DK-13225,60653,8.72,-1.74,OFF-SU-10001935,Chicago
4773,CA-2017-119746,2017-11-27,Standard Class,CM-12385,60610,6.46,-4.04,FUR-FU-10004909,Chicago
4159,CA-2014-126907,2014-11-08,Standard Class,SM-20950,60610,15.70,5.10,OFF-PA-10000533,Chicago
4211,CA-2017-109715,2017-12-14,Standard Class,AH-10585,60623,15.98,5.00,OFF-PA-10004965,Chicago
9590,CA-2014-119172,2014-05-15,Standard Class,HD-14785,60610,17.47,5.68,OFF-PA-10003036,Chicago
3174,US-2016-133879,2016-03-28,Standard Class,KT-16465,60623,13.39,1.51,OFF-AR-10004956,Chicago
9066,US-2014-151015,2014-10-20,Standard Class,BD-11500,60653,19.14,6.94,OFF-PA-10001184,Chicago
3514,CA-2017-140326,2017-09-06,First Class,HW-14935,60653,17.76,5.55,OFF-PA-10004041,Chicago
6767,CA-2017-100615,2017-04-24,Standard Class,SJ-20215,60653,15.76,3.55,OFF-AR-10001683,Chicago
5098,US-2014-140452,2014-12-10,Standard Class,BK-11260,60610,4.60,-8.05,OFF-BI-10004965,Chicago
470,US-2016-100419,2016-12-20,Second Class,CC-12670,60610,4.79,-7.90,OFF-BI-10002194,Chicago
5416,US-2017-125647,2017-09-28,Standard Class,LC-16870,60653,20.74,7.26,OFF-PA-10004888,Chicago
176,US-2014-100853,2014-09-19,Standard Class,JB-15400,60623,20.16,6.55,OFF-LA-10003148,Chicago
1973,CA-2014-148950,2014-12-19,Standard Class,JD-16015,60610,5.10,-8.68,OFF-BI-10001249,Chicago
4369,CA-2017-117044,2017-09-13,Second Class,HA-14920,60623,20.54,6.42,OFF-PA-10003657,Chicago
1521,CA-2017-109946,2017-04-21,Standard Class,PL-18925,60610,16.52,2.06,OFF-AR-10001419,Chicago
580,CA-2017-118640,2017-07-26,Standard Class,CS-11950,60610,8.79,-5.71,FUR-FU-10001475,Chicago
2903,CA-2016-164035,2016-06-17,Standard Class,CR-12730,60610,23.12,8.38,OFF-PA-10002160,Chicago
4542,US-2017-132206,2017-06-21,Standard Class,MK-17905,60653,5.94,-8.90,OFF-BI-10000756,Chicago
6434,CA-2015-121405,2015-04-04,Standard Class,FC-14335,60610,23.52,8.53,OFF-PA-10001838,Chicago
5097,US-2014-140452,2014-12-10,Standard Class,BK-11260,60610,10.78,-4.85,FUR-FU-10002088,Chicago
9537,CA-2017-124191,2017-06-14,Second Class,TS-21610,60610,8.86,-6.86,FUR-FU-10002364,Chicago
3191,US-2015-163783,2015-12-31,Standard Class,DR-12940,60610,12.67,-3.17,OFF-ST-10002957,Chicago
7007,CA-2014-119466,2014-12-21,Standard Class,SP-20860,60623,8.54,-7.48,FUR-FU-10001546,Chicago
4981,US-2016-131114,2016-12-13,Second Class,RW-19630,60610,4.36,-11.76,OFF-AP-10003971,Chicago
240,CA-2016-157749,2016-06-09,Second Class,KL-16645,60610,11.69,-4.68,FUR-FU-10004351,Chicago
6558,CA-2014-137092,2014-10-22,Second Class,LS-16975,60653,24.42,7.94,OFF-LA-10003510,Chicago
238,CA-2016-157749,2016-06-09,Second Class,KL-16645,60610,25.92,9.40,OFF-PA-10003349,Chicago
5565,CA-2017-157966,2017-03-13,Same Day,SU-20665,60610,19.46,2.19,OFF-AR-10000799,Chicago
3924,CA-2017-146920,2017-08-31,Standard Class,SC-20305,60623,26.72,9.35,OFF-PA-10001461,Chicago
3923,CA-2017-146920,2017-08-31,Standard Class,SC-20305,60623,25.34,7.92,OFF-PA-10002479,Chicago
9873,CA-2017-146269,2017-10-06,Same Day,MH-17455,60623,19.15,1.20,OFF-AR-10004790,Chicago
9748,US-2014-140914,2014-11-15,Standard Class,BH-11710,60653,10.98,-7.96,FUR-FU-10000175,Chicago
4980,US-2016-131114,2016-12-13,Second Class,RW-19630,60610,20.57,1.54,OFF-SU-10001664,Chicago
6763,CA-2016-144764,2016-09-08,Standard Class,RL-19615,60623,29.24,9.87,OFF-LA-10000240,Chicago
9440,US-2014-154655,2014-10-17,Standard Class,BP-11050,60623,22.24,2.50,OFF-SU-10000898,Chicago
5542,US-2017-150595,2017-05-26,Standard Class,LE-16810,60653,22.34,2.51,OFF-SU-10000381,Chicago
6794,CA-2015-145394,2015-11-20,Standard Class,MC-17605,60610,21.49,1.61,OFF-ST-10000344,Chicago
5892,CA-2016-146157,2016-11-26,Standard Class,RD-19720,60610,21.57,1.62,OFF-ST-10001590,Chicago
4982,US-2016-131114,2016-12-13,Second Class,RW-19630,60610,19.04,-1.43,TEC-AC-10000199,Chicago
7400,CA-2014-124807,2014-07-15,Second Class,ME-17725,60610,23.84,3.28,TEC-AC-10002857,Chicago
255,US-2015-159982,2015-12-04,Standard Class,DR-12880,60623,12.13,-8.49,FUR-FU-10002505,Chicago
6904,CA-2017-111220,2017-09-08,Standard Class,JS-15595,60653,5.59,-15.09,OFF-AP-10003278,Chicago
7747,CA-2015-109113,2015-12-23,Standard Class,EK-13795,60610,25.49,4.78,TEC-AC-10004761,Chicago
6768,CA-2017-100615,2017-04-24,Standard Class,SJ-20215,60653,14.56,-6.19,FUR-FU-10002456,Chicago
241,CA-2016-157749,2016-06-09,Second Class,KL-16645,60610,31.98,11.19,TEC-PH-10000011,Chicago
7790,US-2016-117037,2016-05-20,First Class,LW-17215,60653,30.53,9.54,OFF-PA-10000791,Chicago
5049,US-2014-104759,2014-04-04,Standard Class,DD-13570,60610,8.13,-13.83,OFF-BI-10002071,Chicago
7399,CA-2014-124807,2014-07-15,Second Class,ME-17725,60610,35.86,13.00,OFF-PA-10001526,Chicago
7782,CA-2015-132136,2015-03-12,Standard Class,FO-14305,60623,8.57,-14.57,OFF-BI-10002706,Chicago
9512,CA-2014-130575,2014-12-16,First Class,CS-11845,60623,9.26,-13.90,OFF-BI-10002353,Chicago
4037,CA-2015-148859,2015-12-31,Standard Class,FH-14350,60623,24.82,1.55,OFF-ST-10004950,Chicago
6557,CA-2014-137092,2014-10-22,Second Class,LS-16975,60653,8.68,-14.76,OFF-BI-10000632,Chicago
622,US-2014-111171,2014-12-31,Standard Class,CA-12265,60610,8.69,-14.77,OFF-BI-10002103,Chicago
2160,CA-2016-159737,2016-09-09,Standard Class,CS-11950,60610,8.81,-14.97,OFF-BI-10004236,Chicago
9752,CA-2016-113390,2016-10-15,Standard Class,EP-13915,60610,27.72,3.46,OFF-AR-10001446,Chicago
5159,CA-2017-163006,2017-07-04,Second Class,GH-14410,60653,14.22,-10.31,FUR-FU-10003799,Chicago
4437,CA-2016-163398,2016-05-08,Standard Class,CB-12415,60653,27.38,2.74,OFF-AR-10003217,Chicago
5113,CA-2015-153073,2015-11-13,Same Day,HA-14905,60610,17.50,-7.44,FUR-FU-10001025,Chicago
5891,CA-2016-146157,2016-11-26,Standard Class,RD-19720,60610,38.43,13.45,OFF-PA-10001790,Chicago
672,US-2017-106663,2017-06-13,Standard Class,MO-17800,60653,36.35,11.36,OFF-PA-10002377,Chicago
3254,CA-2017-110373,2017-10-30,Second Class,MA-17560,60610,27.18,2.04,TEC-PH-10001536,Chicago
5567,CA-2017-157966,2017-03-13,Same Day,SU-20665,60610,29.76,1.86,OFF-AR-10003338,Chicago
8250,CA-2015-140221,2015-03-09,Second Class,MS-17365,60653,11.21,-16.82,OFF-BI-10002854,Chicago
1810,CA-2016-165484,2016-10-29,Standard Class,HK-14890,60610,16.16,-12.12,FUR-FU-10001196,Chicago
550,CA-2015-113173,2015-11-17,Second Class,DK-13225,60653,11.36,-17.05,OFF-BI-10004738,Chicago
8200,CA-2017-125269,2017-04-30,Standard Class,AF-10870,60610,10.43,-18.25,OFF-BI-10001628,Chicago
3360,CA-2016-139234,2016-05-10,Standard Class,AF-10870,60610,26.18,-3.27,TEC-AC-10004510,Chicago
3551,CA-2016-152555,2016-04-02,Second Class,ME-17320,60653,45.53,15.93,OFF-PA-10001295,Chicago
7331,CA-2016-149349,2016-11-13,First Class,SP-20650,60623,22.75,-8.53,FUR-FU-10001037,Chicago
5713,CA-2017-115805,2017-07-31,Same Day,KW-16435,60653,36.79,4.14,TEC-PH-10003092,Chicago
3886,US-2017-127341,2017-02-02,Standard Class,CK-12595,60653,12.13,-20.62,OFF-BI-10001072,Chicago
7789,US-2016-117037,2016-05-20,First Class,LW-17215,60653,22.61,-10.17,FUR-FU-10004973,Chicago
8183,CA-2017-155642,2017-05-22,Standard Class,BM-11575,60653,22.61,-10.17,FUR-FU-10004973,Chicago
3333,CA-2017-122595,2017-12-20,Standard Class,GM-14455,60653,52.68,19.75,TEC-PH-10003095,Chicago
8110,CA-2017-160122,2017-11-23,Standard Class,RD-19930,60623,55.58,20.84,OFF-EN-10002592,Chicago
3243,CA-2017-114524,2017-04-05,Second Class,EG-13900,60623,13.47,-22.90,OFF-BI-10002799,Chicago
1811,CA-2016-165484,2016-10-29,Standard Class,HK-14890,60610,54.82,17.82,OFF-PA-10000595,Chicago
5698,CA-2017-126123,2017-10-18,Standard Class,AG-10765,60623,13.46,-23.55,OFF-BI-10004224,Chicago
3437,US-2015-100531,2015-09-29,First Class,NM-18520,60610,24.29,-12.75,FUR-FU-10003849,Chicago
1975,CA-2014-148950,2014-12-19,Standard Class,JD-16015,60610,35.02,-2.19,TEC-AC-10002718,Chicago
5510,US-2017-152569,2017-05-20,Standard Class,JD-16015,60653,56.70,19.14,OFF-PA-10001736,Chicago
3436,US-2015-100531,2015-09-29,First Class,NM-18520,60610,15.08,-22.62,OFF-BI-10001670,Chicago
4421,CA-2015-163090,2015-11-21,Second Class,GH-14665,60610,40.92,3.07,OFF-SU-10002537,Chicago
670,US-2017-106663,2017-06-13,Standard Class,MO-17800,60653,23.98,-14.39,FUR-FU-10002759,Chicago
4131,CA-2014-115336,2014-11-25,Standard Class,AB-10600,60623,14.48,-23.89,OFF-BI-10001107,Chicago
9897,CA-2014-156342,2014-06-20,Second Class,JF-15415,60653,62.02,22.48,OFF-PA-10001725,Chicago
9524,CA-2014-169446,2014-12-25,Standard Class,SG-20605,60623,32.59,-7.74,OFF-ST-10000419,Chicago
5571,CA-2017-157966,2017-03-13,Same Day,SU-20665,60610,34.36,-7.30,TEC-PH-10001527,Chicago
3349,CA-2017-154732,2017-11-07,First Class,AH-10195,60623,16.03,-25.65,OFF-BI-10000474,Chicago
7446,CA-2017-127474,2017-02-07,Second Class,RD-19810,60610,65.58,23.77,OFF-PA-10001033,Chicago
1448,CA-2017-102337,2017-06-16,First Class,SD-20485,60653,47.98,6.00,TEC-PH-10002564,Chicago
100,CA-2016-158568,2016-09-02,Standard Class,RB-19465,60610,64.62,22.62,OFF-PA-10003256,Chicago
5096,US-2014-140452,2014-12-10,Standard Class,BK-11260,60610,35.04,-7.01,TEC-PH-10000307,Chicago
8185,US-2017-101721,2017-07-27,Standard Class,MY-17380,60623,63.31,20.58,OFF-PA-10003641,Chicago
1773,CA-2016-129686,2016-11-29,Second Class,GG-14650,60623,62.40,19.50,TEC-AC-10001266,Chicago
5099,US-2014-140452,2014-12-10,Standard Class,BK-11260,60610,35.17,-8.35,OFF-ST-10002485,Chicago
6764,CA-2016-144764,2016-09-08,Standard Class,RL-19615,60623,35.17,-8.35,OFF-ST-10002485,Chicago
8440,CA-2017-114370,2017-03-17,Second Class,BN-11470,60623,49.62,4.96,TEC-PH-10000213,Chicago
9516,CA-2014-154165,2014-02-24,Standard Class,DL-13315,60653,54.21,8.81,OFF-AR-10003631,Chicago
5094,US-2014-140452,2014-12-10,Standard Class,BK-11260,60610,14.02,-31.54,OFF-AP-10004036,Chicago
3358,CA-2017-100335,2017-09-13,Standard Class,NF-18595,60610,73.01,26.47,OFF-PA-10001685,Chicago
7223,CA-2017-113075,2017-09-06,Standard Class,MC-18100,60623,40.68,-7.12,TEC-AC-10003441,Chicago
1326,US-2014-117058,2014-05-30,First Class,LE-16810,60653,17.46,-30.56,OFF-BI-10004139,Chicago
7447,CA-2017-127474,2017-02-07,Second Class,RD-19810,60610,22.20,-26.09,FUR-FU-10004597,Chicago
5417,US-2017-125647,2017-09-28,Standard Class,LC-16870,60653,39.98,-9.00,TEC-PH-10004188,Chicago
6916,CA-2014-142510,2014-12-29,Standard Class,NP-18700,60623,17.90,-31.33,OFF-BI-10002824,Chicago
257,US-2015-159982,2015-12-04,Standard Class,DR-12880,60623,53.92,4.04,OFF-ST-10001590,Chicago
