sales,profit,quantity,discount,row_id,anomaly_pred,anomaly_score
366.009,-47.0583,3,0.3,6458,1,0.11872437853815682
901.95,297.6435,3,0.0,6459,1,0.052909039502682886
2104.55,694.5015,7,0.0,6460,-1,-0.07962057839032677
11.648,-30.8672,4,0.8,6461,1,0.06331038341065387
4.704,0.4116,2,0.2,6462,1,0.193994707517199
23.04,6.912,8,0.0,6463,1,0.14346119751536562
88.08,40.5168,6,0.0,6464,1,0.16612938716415077
22.92,11.2308,3,0.0,6465,1,0.1979804092938907
47.9,22.992,1,0.0,6466,1,0.15799863775451312
23.92,11.7208,4,0.0,6467,1,0.1970979922490757
1112.94,222.588,3,0.0,6468,1,0.06424299268133216
40.7,11.803,5,0.0,6469,1,0.1920184957338253
137.94,35.8644,3,0.0,6470,1,0.1798036493963649
863.928,86.3928,9,0.2,6471,1,0.05539516793700483
179.97,44.9925,3,0.0,6472,1,0.1741949069798448
781.864,-137.976,10,0.32,6473,-1,-0.014699343699335454
14.52,5.6628,3,0.0,6474,1,0.19798073135698463
72.42,23.8986,6,0.0,6475,1,0.17532724670869115
59.7,26.865,3,0.0,6476,1,0.19509757711985887
104.184,33.8598,3,0.2,6477,1,0.18986348615699822
115.84,54.4448,8,0.0,6478,1,0.12928533292598016
24.704,9.264,2,0.2,6479,1,0.19401968964988625
35.232,11.4504,3,0.2,6480,1,0.20152978514025544
415.176,134.9322,3,0.2,6481,1,0.12439015017461125
54.96,26.9304,1,0.0,6482,1,0.15346156756209484
25.92,12.4416,4,0.0,6483,1,0.19792307930701653
40.46,19.8254,7,0.0,6484,1,0.16532268075396617
30.816,9.63,9,0.2,6485,1,0.1338270780390478
2079.4,582.232,5,0.0,6486,-1,-0.05654463988784009
33.87,8.8062,3,0.0,6487,1,0.2013239284660212
165.6,-6.21,3,0.2,6488,1,0.18687929518011537
629.95,176.386,5,0.0,6489,1,0.09763638554423854
58.36,-24.803,5,0.6,6490,1,0.08125179274226779
39.96,-20.976,5,0.6,6491,1,0.08620263117648902
16.464,2.4406,7,0.2,6492,1,0.161122618781869
205.666,-12.098,2,0.15,6493,1,0.156026516823353
542.646,102.4998,3,0.1,6494,1,0.10111639357636215
29.98,8.0946,1,0.0,6495,1,0.1661173501247929
111.9,51.474,6,0.0,6496,1,0.16332928552124382
400.032,-153.3456,2,0.4,6497,1,0.043901384077308814
268.704,6.7176,3,0.2,6498,1,0.17421062962177952
581.96,104.7528,2,0.0,6499,1,0.1070721953181702
394.816,93.7688,4,0.2,6500,1,0.1414839637824054
21.92,5.9184,8,0.0,6501,1,0.14341778126481058
18.192,-14.5536,4,0.7,6502,1,0.0984741223604092
6.3,3.024,2,0.0,6503,1,0.19247143627145846
182.72,84.0512,8,0.0,6504,1,0.11730178353249432
48.72,7.308,3,0.0,6505,1,0.1997592693788769
772.68,108.1752,4,0.0,6506,1,0.09344079700671798
33.63,10.089,3,0.0,6507,1,0.1991946260544299
1649.95,659.98,5,0.0,6508,-1,-0.03033310325872174
113.79,20.4822,3,0.0,6509,1,0.19078250233666405
15.528,5.823,3,0.2,6510,1,0.19957425617693458
1.728,0.6048,1,0.2,6511,1,0.1664476648879351
104.85,50.328,1,0.0,6512,1,0.13685502697757856
40.56,19.8744,4,0.0,6513,1,0.19590869988318727
193.86,11.6316,2,0.0,6514,1,0.17342645846655175
182.94,3.6588,3,0.0,6515,1,0.17761736295834368
212.88,0.0,6,0.0,6516,1,0.1579840419816364
78.15,34.386,1,0.0,6517,1,0.15030872616049823
25.08,9.03,6,0.0,6518,1,0.1784281553267787
16.9,6.25,5,0.0,6519,1,0.19210615978584955
81.94,20.485,1,0.0,6520,1,0.1542120007239728
1951.84,585.552,8,0.0,6521,-1,-0.08141114601413457
13.4,6.432,1,0.0,6522,1,0.16248473027895527
191.82,74.8098,3,0.0,6523,1,0.16922334493274876
33.92,13.2288,8,0.0,6524,1,0.14596457768181126
3.536,0.3094,2,0.2,6525,1,0.1945564480315084
171.55,80.6285,5,0.0,6526,1,0.1710538113268174
407.976,132.5922,3,0.2,6527,1,0.12530937034063677
109.69,51.5543,7,0.0,6528,1,0.15285622671225435
11.952,3.8844,3,0.2,6529,1,0.1967096878659737
4.98,2.3406,1,0.0,6530,1,0.16454405003199857
584.82,70.1784,9,0.0,6531,1,0.06083567438090964
465.18,120.9468,3,0.0,6532,1,0.13513878656373945
384.45,103.8015,11,0.0,6533,1,0.05501014717971342
699.98,195.9944,2,0.0,6534,1,0.08141383816157505
149.97,5.9988,3,0.0,6535,1,0.18584840245857315
18.69,5.2332,7,0.0,6536,1,0.16570896333277962
47.208,15.3426,7,0.2,6537,1,0.16188104352751798
59.808,19.4376,3,0.2,6538,1,0.1973647289705346
222.352,77.8232,13,0.2,6539,1,0.017609199921358787
437.472,153.1152,14,0.2,6540,-1,-0.02071715998094592
13.376,4.6816,4,0.2,6541,1,0.19593327400865945
968.744,314.8418,7,0.2,6542,1,0.022698873321509883
35.89,16.1505,1,0.0,6543,1,0.1624079920290925
13.86,0.0,7,0.0,6544,1,0.1626067009400129
189.7,89.159,5,0.0,6545,1,0.1649467954024887
13.36,6.4128,2,0.0,6546,1,0.19117385960638306
248.08,116.5976,7,0.0,6547,1,0.12172534693644216
19.44,9.3312,3,0.0,6548,1,0.19980323046966558
479.984,89.997,2,0.2,6549,1,0.12569931805341317
156.792,13.7193,1,0.2,6550,1,0.14869399444094616
249.584,31.198,2,0.2,6551,1,0.168013339586834
431.976,26.9985,3,0.2,6552,1,0.15629199890909828
271.96,27.196,5,0.2,6553,1,0.16537087907083392
405.86,32.4688,7,0.0,6554,1,0.1278797953708708
680.01,176.8026,3,0.0,6555,1,0.09433474817839171
190.92,-147.963,5,0.6,6556,1,0.03470523353791999
1421.664,-195.4788,6,0.2,6557,1,0.010377851011849959
8.56,2.4824,2,0.0,6558,1,0.1924558659882702
12.957,-9.5018,7,0.7,6559,1,0.06696685247374579
10.584,3.4398,3,0.2,6560,1,0.19651821868181152
45.36,21.7728,7,0.0,6561,1,0.16510265657077206
34.05,9.534,3,0.0,6562,1,0.20005669473295457
352.38,81.0474,2,0.0,6563,1,0.14676920442754732
68.112,17.8794,3,0.2,6564,1,0.19920920465404202
16.56,-2.484,3,0.2,6565,1,0.20122617344751548
249.584,31.198,2,0.2,6566,1,0.168013339586834
114.95,2.299,5,0.0,6567,1,0.1867360745070492
1097.544,123.4737,7,0.2,6568,1,0.05332403189271362
79.974,-29.3238,3,0.4,6569,1,0.12984718271198192
1056.86,158.529,7,0.0,6570,1,0.041348053147703734
60.34,15.6884,7,0.0,6571,1,0.16696614012156424
61.929,23.3954,1,0.1,6572,1,0.13752607596270539
4.356,-11.7612,2,0.8,6573,1,0.07232355393043277
19.46,5.0596,7,0.0,6574,1,0.165279382050744
9.328,0.8162,1,0.2,6575,1,0.16865526382314588
273.92,99.296,8,0.2,6576,1,0.0951555380714788
2.946,-2.0622,2,0.7,6577,1,0.1045167477272238
3.69,1.7343,1,0.0,6578,1,0.16313039350546327
122.12,56.1752,4,0.0,6579,1,0.17908456726255728
9.392,3.2872,2,0.2,6580,1,0.19234567080094916
20.568,1.5426,3,0.2,6581,1,0.20019782015077703
19.04,-1.428,4,0.2,6582,1,0.19876799996279937
59.98,25.1916,2,0.0,6583,1,0.18669686944811714
40.68,-9.153,3,0.2,6584,1,0.19452596741293743
10.9,3.052,1,0.0,6585,1,0.16410875580766532
79.974,-29.3238,3,0.4,6586,1,0.13015010586315978
2.946,-2.0622,2,0.7,6587,1,0.1045167477272238
321.568,28.1372,2,0.2,6588,1,0.15907569332876753
1424.9,356.225,5,0.0,6589,1,0.032116210211864726
35.1,12.285,3,0.0,6590,1,0.19881589642622383
65.34,22.869,3,0.0,6591,1,0.19687320971685013
153.552,51.8238,3,0.2,6592,1,0.1733941489563921
679.96,220.987,5,0.2,6593,1,0.0869383392473922
361.92,162.864,4,0.0,6594,1,0.12482765010825314
80.28,36.9288,12,0.0,6595,1,0.06502267408749052
62.82,29.5254,9,0.0,6596,1,0.12642428836775915
123.92,55.764,4,0.0,6597,1,0.17908456726255728
18.54,8.7138,2,0.0,6598,1,0.19524549855292422
6.48,3.1104,1,0.0,6599,1,0.1660308193381863
80.58,22.5624,6,0.0,6600,1,0.17312133210297664
44.75,8.5025,5,0.0,6601,1,0.19163291296980767
99.12,35.4144,8,0.0,6602,1,0.1370524756189785
458.43,-137.529,5,0.3,6603,1,0.08032970368287418
363.92,-31.843,5,0.2,6604,1,0.14558984646499512
403.92,25.245,5,0.2,6605,1,0.1560855139873536
14.8,6.068,4,0.0,6606,1,0.19651290532169047
328.59,-147.8655,3,0.4,6607,1,0.07097485911237988
892.136,111.517,7,0.2,6608,1,0.07577317995081934
387.136,24.196,4,0.2,6609,1,0.16102956784309502
83.42,24.1918,2,0.0,6610,1,0.18219447410959794
73.536,9.192,4,0.2,6611,1,0.1956285169894484
23.32,6.0632,2,0.0,6612,1,0.19516021713566234
6.672,1.668,3,0.2,6613,1,0.19723555740037524
35.808,11.19,3,0.2,6614,1,0.19906407624475686
5.872,2.1286,2,0.2,6615,1,0.19407808010528943
122.688,39.8736,9,0.2,6616,1,0.11754107294352412
209.6,68.12,5,0.2,6617,1,0.16226757148589793
15.26,6.2566,7,0.0,6618,1,0.16187304971775335
30.98,13.941,1,0.0,6619,1,0.16263204993734948
50.22,2.0088,3,0.0,6620,1,0.19697384174524124
85.224,7.4571,3,0.2,6621,1,0.19538103883464653
64.96,-4.06,5,0.2,6622,1,0.18516700619170462
243.384,-51.7191,3,0.2,6623,1,0.15810188572443762
13.52,1.69,2,0.2,6624,1,0.1934874347826228
119.96,25.1916,4,0.0,6625,1,0.18767412454237326
316.0,31.6,4,0.0,6626,1,0.17177403416069725
119.8,29.95,5,0.2,6627,1,0.17699626016694436
300.768,30.0768,4,0.2,6628,1,0.16633086667680347
1029.95,298.6855,5,0.0,6629,1,0.051551955959720064
302.376,22.6782,3,0.2,6630,1,0.17103507534570794
33.48,8.7048,4,0.0,6631,1,0.19942518398995862
383.64,122.7648,6,0.0,6632,1,0.11893025739097923
60.35,19.9155,5,0.0,6633,1,0.18916611205732198
56.52,15.8256,3,0.0,6634,1,0.1961637436525681
11.2,4.816,7,0.0,6635,1,0.16251321786669654
13.9,3.614,5,0.0,6636,1,0.18844847625829114
18.693,-14.3313,3,0.7,6637,1,0.10434029064470324
49.12,23.0864,4,0.0,6638,1,0.19396100579858316
26.86,6.715,2,0.0,6639,1,0.19366012374594122
35.52,9.9456,4,0.0,6640,1,0.19865048453813416
249.95,19.996,5,0.0,6641,1,0.17504627470609002
383.952,76.7904,6,0.2,6642,1,0.13446566953664213
657.93,184.2204,7,0.0,6643,1,0.06813839450549852
2.21,0.6,1,0.0,6644,1,0.1571177633485843
15.52,7.45,4,0.0,6645,1,0.19550759304336696
36.44,16.4,4,0.0,6646,1,0.19527437008008958
1114.272,41.7852,4,0.2,6647,1,0.08517452313158375
9.84,3.2472,3,0.0,6648,1,0.19471947529735412
6.096,2.2098,2,0.2,6649,1,0.19405273508789211
63.88,24.9132,4,0.0,6650,1,0.19569558689061162
81.424,-9.1602,2,0.2,6651,1,0.1839510696679773
133.38,58.6872,6,0.0,6652,1,0.15696367153992313
396.92,198.46,4,0.0,6653,1,0.11805424143904031
23.12,7.803,2,0.2,6654,1,0.19397184026370495
21.48,10.5252,6,0.0,6655,1,0.17375233080449726
5.76,2.8224,2,0.0,6656,1,0.19140887442138038
14.62,6.7252,2,0.0,6657,1,0.1943451130347884
134.8,35.048,10,0.0,6658,1,0.10100214277560027
17.15,4.6305,1,0.0,6659,1,0.16971967454882292
14.76,4.2804,2,0.0,6660,1,0.19581980829991702
1652.94,231.4116,3,0.0,6661,1,0.029498711800655886
564.195,-304.6653,3,0.5,6662,-1,-0.010456632081580541
87.168,8.7168,2,0.2,6663,1,0.1891414597839804
2.214,-1.476,3,0.7,6664,1,0.1093395905726458
19.44,9.3312,3,0.0,6665,1,0.19879625858965821
296.37,80.0199,3,0.0,6666,1,0.1626025666044688
68.46,20.538,2,0.0,6667,1,0.18871132940404373
19.6,9.604,5,0.0,6668,1,0.19148346348611123
563.92,7.049,5,0.2,6669,1,0.13337040458970656
34.944,3.0576,3,0.2,6670,1,0.19919070015304152
4.788,-7.9002,3,0.8,6671,1,0.08001621235454331
3.68,1.8032,2,0.0,6672,1,0.1901176335298333
21.21,4.4541,7,0.0,6673,1,0.1649732962435051
2003.52,-325.572,6,0.2,6674,-1,-0.03746992036613561
9892.74,4946.37,13,0.0,6675,-1,-0.19685970654028362
11.416,3.8529,1,0.2,6676,1,0.16748693295923167
13.488,4.3836,2,0.2,6677,1,0.19145933714807079
51.84,18.144,10,0.2,6678,1,0.0994369844223818
46.53,13.0284,3,0.0,6679,1,0.19878625525890797
165.6,-6.21,3,0.2,6680,1,0.18688536417618917
563.94,112.788,3,0.0,6681,1,0.12108483394290942
18.84,6.0288,3,0.0,6682,1,0.19923230287174293
39.92,11.1776,4,0.0,6683,1,0.19822993467500738
183.84,62.5056,8,0.0,6684,1,0.12437400711053681
377.45,-264.215,5,0.5,6685,1,0.01149439730960966
194.528,24.316,2,0.2,6686,1,0.17283027777341126
18.688,2.336,4,0.2,6687,1,0.19828757649173212
254.058,-169.372,7,0.7,6688,-1,-0.0031269283083513733
1793.98,843.1706,2,0.0,6689,-1,-0.07393222282015655
45.24,-30.16,4,0.7,6690,1,0.08588836607350997
15.936,5.1792,4,0.2,6691,1,0.19571946966935488
11.648,3.7856,2,0.2,6692,1,0.19258879852729932
38.88,18.6624,6,0.0,6693,1,0.17427949696223471
900.08,117.0104,4,0.0,6694,1,0.08242857969601375
961.48,-204.3145,5,0.2,6695,1,0.050432784961723987
579.3,28.965,5,0.0,6696,1,0.1308062404446289
112.776,-8.4582,3,0.2,6697,1,0.19431744633053732
72.64,21.792,2,0.0,6698,1,0.1860017049582548
772.47,146.7693,3,0.0,6699,1,0.09395163946678692
66.976,6.6976,7,0.2,6700,1,0.16167727192995596
28.68,-7.17,3,0.2,6701,1,0.19489691873158005
303.92,-30.392,5,0.2,6702,1,0.15255805887544732
455.97,-218.8656,6,0.5,6703,1,0.0019436943419556263
3.52,1.0208,2,0.0,6704,1,0.1877540966921602
10.44,-7.656,6,0.7,6705,1,0.07370833405262234
34.248,11.5587,3,0.2,6706,1,0.19888796541340092
1.8,-2.88,5,0.8,6707,1,0.06417195881675697
5.214,-4.1712,2,0.7,6708,1,0.10395119971356265
18.92,7.3788,4,0.0,6709,1,0.1973108264692085
15.42,6.939,2,0.0,6710,1,0.19457602722733558
33.9,15.594,5,0.0,6711,1,0.19085531653550053
66.3,8.619,3,0.0,6712,1,0.19869337765956313
842.72,202.2528,8,0.0,6713,1,0.020762283927894476
41.96,10.9096,2,0.0,6714,1,0.19270894430906504
11.84,3.108,4,0.2,6715,1,0.19642770940355075
22.784,4.8416,1,0.2,6716,1,0.17070902429470897
31.32,-25.056,10,0.7,6717,1,0.01690936230536466
55.36,19.376,4,0.2,6718,1,0.19318763491873442
25.584,8.9544,2,0.2,6719,1,0.19059191039815176
11.56,3.757,1,0.2,6720,1,0.16785509414976713
141.372,-14.1372,2,0.3,6721,1,0.1454272828768095
2.328,-0.7566,2,0.6,6722,1,0.1048596302212822
572.76,166.1004,6,0.0,6723,1,0.09188172967229152
286.38,83.0502,3,0.0,6724,1,0.1604058004063597
4.2,1.176,2,0.0,6725,1,0.1901176335298333
8.82,2.5578,3,0.0,6726,1,0.19487393456221946
5.553,-4.0722,3,0.7,6727,1,0.10912974372433243
61.96,30.3604,2,0.0,6728,1,0.182431959067905
24.85,11.6795,7,0.0,6729,1,0.16249443942594377
45.36,14.742,9,0.2,6730,1,0.12819011600740543
7.968,2.6892,2,0.2,6731,1,0.19211789707259275
37.94,18.2112,2,0.0,6732,1,0.18934226542131766
47.9,22.992,1,0.0,6733,1,0.15821177766736705
227.28,2.2728,2,0.0,6734,1,0.17432915872865573
1117.92,55.896,4,0.0,6735,1,0.07843906495119174
1999.96,899.982,4,0.0,6736,-1,-0.08201203700687276
1499.97,-374.9925,5,0.4,6737,-1,-0.04271446413495239
287.88,35.985,3,0.2,6738,1,0.1698012833878324
453.576,39.6879,3,0.2,6739,1,0.1546794241587639
131.88,14.8365,3,0.2,6740,1,0.18566968164174413
43.96,18.4632,7,0.0,6741,1,0.1641809826751221
799.56,207.8856,9,0.0,6742,1,0.0063666920884841716
27.882,-20.4468,3,0.7,6743,1,0.10074169897584401
39.76,18.6872,7,0.0,6744,1,0.16388957395758635
33.4,16.032,5,0.0,6745,1,0.19085531653550053
540.048,-47.2542,3,0.2,6746,1,0.12470593956506554
255.68,76.704,8,0.2,6747,1,0.10830664350359465
197.97,53.4519,3,0.0,6748,1,0.17401254449670012
698.352,52.3764,3,0.2,6749,1,0.12527511011981673
2563.056,313.2624,8,0.1,6750,-1,-0.0649162040815896
866.646,173.3292,3,0.1,6751,1,0.06587733336107704
47.968,4.1972,2,0.2,6752,1,0.19243079529653273
21.12,6.5472,4,0.0,6753,1,0.1990176687262052
343.85,137.54,5,0.0,6754,1,0.1277753045966603
1747.25,629.01,5,0.0,6755,-1,-0.03412654002219595
35.445,-24.1026,1,0.5,6756,1,0.0771552730943399
313.176,-120.0508,2,0.4,6757,1,0.0634976308838705
19.89,5.3703,9,0.0,6758,1,0.1274480366000344
33.568,11.7488,2,0.2,6759,1,0.19141541259185474
45.36,21.7728,7,0.0,6760,1,0.16318170420186096
106.32,49.9704,3,0.0,6761,1,0.17896003757810441
254.24,76.272,7,0.0,6762,1,0.1413740966978106
399.98,171.9914,2,0.0,6763,1,0.11507117191986466
45.12,-7.896,3,0.2,6764,1,0.194038931723019
100.8,21.42,2,0.2,6765,1,0.1812040103342416
269.97,-386.957,2,0.7,6766,-1,-0.02186342592550916
2575.944,257.5944,7,0.2,6767,-1,-0.03699214722765676
146.352,-5.4882,3,0.2,6768,1,0.18540962409895473
212.94,25.5528,3,0.0,6769,1,0.17708798414049992
902.712,33.8517,3,0.2,6770,1,0.11559226261121375
18.72,3.51,2,0.2,6771,1,0.19691295240401546
26.49,7.4172,1,0.0,6772,1,0.16254862086569377
7.9,2.054,2,0.0,6773,1,0.19116786844127148
53.97,15.1116,3,0.0,6774,1,0.19629949337720265
11.328,2.5488,2,0.2,6775,1,0.1928186680800359
4.992,1.6848,3,0.2,6776,1,0.1964139460723897
33.9,15.594,5,0.0,6777,1,0.1906382934693775
17.76,4.9728,2,0.0,6778,1,0.19686328690241356
89.97,18.8937,3,0.0,6779,1,0.194473941058791
302.384,30.2384,2,0.2,6780,1,0.1588934722758058
22.2,10.43,5,0.0,6781,1,0.19015005208720104
845.488,-12.0784,8,0.3,6782,1,0.033846731722274814
17.184,6.2292,6,0.2,6783,1,0.17182108452117756
20.16,9.8784,7,0.0,6784,1,0.16245567395939348
2.61,1.2006,1,0.0,6785,1,0.16119924744025604
10.368,3.6288,2,0.2,6786,1,0.19173366035405687
23.68,7.4,4,0.2,6787,1,0.1972357211128457
40.0,0.5,2,0.2,6788,1,0.19321594092526118
754.45,60.356,5,0.0,6789,1,0.1106124995069841
70.56,23.9904,6,0.0,6790,1,0.17473807467515495
81.96,22.9488,2,0.0,6791,1,0.18219447410959794
11.232,3.9312,3,0.2,6792,1,0.19509093873565864
2.808,-1.9656,3,0.7,6793,1,0.10993803687525089
38.088,-27.9312,4,0.7,6794,1,0.08739220860611746
27.792,10.422,3,0.2,6795,1,0.19697951683154286
25.344,8.8704,6,0.2,6796,1,0.17136810579521172
186.048,67.4424,6,0.2,6797,1,0.1549987867841885
37.408,13.0928,7,0.2,6798,1,0.1617915743943174
14.03,4.0687,1,0.0,6799,1,0.1678224266993017
27.96,7.2696,2,0.0,6800,1,0.1927206744156828
170.786,0.0,1,0.3,6801,1,0.10812523756413345
16.52,1.652,5,0.2,6802,1,0.186941323531788
6.384,2.1546,1,0.2,6803,1,0.16992786270299504
6.924,-10.386,6,0.8,6804,1,0.0497893618865245
5.904,1.9926,2,0.2,6805,1,0.19320457760833187
72.224,25.2784,4,0.2,6806,1,0.1881913207926365
481.32,125.1432,4,0.0,6807,1,0.1296253587091153
13.712,1.0284,2,0.2,6808,1,0.19438486951586825
47.616,3.5712,3,0.2,6809,1,0.19673006783571062
3.64,1.638,2,0.0,6810,1,0.18969934485445616
159.768,53.9217,7,0.2,6811,1,0.14126307845456465
38.376,13.4316,3,0.2,6812,1,0.1970787432045994
23.48,8.218,5,0.2,6813,1,0.18744280531885943
156.512,-35.2152,4,0.2,6814,1,0.16920211667173346
302.376,22.6782,3,0.2,6815,1,0.17179077612428473
310.744,-26.6352,4,0.3,6816,1,0.12904757763313973
474.43,199.2606,11,0.0,6817,1,0.01270178364653518
141.42,-187.3815,5,0.6,6818,1,0.017365523456539966
48.896,8.5568,4,0.2,6819,1,0.19578628806402715
15.224,-38.8212,2,0.8,6820,1,0.06261507115275777
12.736,2.2288,4,0.2,6821,1,0.19531595281674918
6.47,-9.705,5,0.8,6822,1,0.06305056894488625
13.748,-22.6842,14,0.8,6823,-1,-0.047336239879551156
3.6,1.728,2,0.0,6824,1,0.18969934485445616
454.56,-107.958,5,0.2,6825,1,0.1118869284529776
913.43,-169.637,5,0.3,6826,1,0.042398626250169213
5.432,-13.58,2,0.8,6827,1,0.07196633641218353
31.744,3.968,2,0.2,6828,1,0.19354823273053168
28.854,-21.1596,6,0.7,6829,1,0.06404130739370639
15.66,-12.528,5,0.7,6830,1,0.08782225133545918
372.144,27.9108,3,0.2,6831,1,0.16228676803905745
16.59,5.8065,1,0.0,6832,1,0.16867932009161896
695.7,-27.828,2,0.5,6833,1,0.033418618947122725
9.12,3.1008,3,0.0,6834,1,0.19360840793398687
2022.272,682.5168,8,0.2,6835,-1,-0.08085966724777749
38.88,18.6624,6,0.0,6836,1,0.17381830054418196
33.74,15.5204,7,0.0,6837,1,0.16531448081003774
2.808,-1.9656,3,0.7,6838,1,0.11098853203296027
7.89,3.5505,1,0.0,6839,1,0.16512915938092798
153.78,44.5962,11,0.0,6840,1,0.08511470803188903
61.02,0.6102,3,0.0,6841,1,0.19571943823633658
110.11,31.9319,7,0.0,6842,1,0.1573162820791934
3059.982,679.996,2,0.1,6843,-1,-0.10305072118422787
892.98,80.3682,2,0.0,6844,1,0.08009244417141842
274.491,-228.7425,3,0.7,6845,1,6.120738283987848E-6
37.68,15.8256,2,0.0,6846,1,0.19150625115194686
760.98,-1141.47,5,0.8,6847,-1,-0.08436149387625413
9.78,4.89,1,0.0,6848,1,0.16310589117033192
40.08,19.2384,6,0.0,6849,1,0.1721422830792434
212.94,53.235,3,0.0,6850,1,0.1736203234248409
209.94,54.5844,6,0.0,6851,1,0.16061556448746284
